"gene","importance","Non-unique Gene name","Annotation"
"dadA_1",0,"dadA_1","D-amino acid dehydrogenase"
"dadA_1~~~dadA_2~~~dadA~~~dadA_3",0,"dadA_1;dadA_2;dadA;dadA_3;","D-amino acid dehydrogenase;hypothetical protein"
"dadA_2",0,"dadA_2","D-amino acid dehydrogenase"
"dadA_2~~~dadA_1~~~dadA_3",0,";dadA_2;dadA_1;dadA_3","hypothetical protein;D-amino acid dehydrogenase;Electron transfer flavoprotein-ubiquinone oxidoreductase"
"dadA_3~~~dadA_1~~~fixX_3~~~fixX_1~~~fixX_2~~~bmp2~~~dadA_2",0,";dadA_3;dadA_1;fixX_3;fixX_1;fixX_2;bmp2;dadA_2","Electron transfer flavoprotein-ubiquinone oxidoreductase;D-amino acid dehydrogenase;hypothetical protein;Ferredoxin-like protein FixX;1H-pyrrole-2-carbonyl-[peptidyl-carrier protein] brominase"
"dadX",0,"dadX","Alanine racemase catabolic"
"dadX_1~~~dadX_2~~~dadX",0,"dadX_1;;dadX_2;dadX","Alanine racemase catabolic;hypothetical protein;Alanine racemase"
"dam",0,"dam","DNA adenine methylase"
"dam_1~~~dam_2",0,"dam_1;dam_2","DNA adenine methylase"
"dam_1~~~rpe~~~rpe_1~~~dam_2~~~dam",0,"dam_1;rpe;rpe_1;dam_2;dam","DNA adenine methylase;Ribulose-phosphate 3-epimerase"
"dam_2",0,"dam_2","DNA adenine methylase"
"dam_2~~~dam_1~~~dam_3",0,"dam_2;dam_1;dam_3;","DNA adenine methylase;hypothetical protein"
"dam_3",0,"dam_3","DNA adenine methylase"
"dam~~~dam_2~~~dam_1~~~dpnM",0,"dam;dam_2;dam_1;;dpnM","DNA adenine methylase;hypothetical protein;Type II methyltransferase M1.DpnII"
"damX~~~damX_1",0,"damX;damX_1","Cell division protein DamX"
"dapA",0,"dapA","4-hydroxy-tetrahydrodipicolinate synthase"
"dapA_1",0,"dapA_1","4-hydroxy-tetrahydrodipicolinate synthase"
"dapA_2",0,"dapA_2","4-hydroxy-tetrahydrodipicolinate synthase"
"dapA_3~~~dapA_2",0,";dapA_3;dapA_2","hypothetical protein;4-hydroxy-tetrahydrodipicolinate synthase"
"dapA~~~dapA_2~~~dapA_1",0,";dapA;dapA_2;dapA_1","hypothetical protein;4-hydroxy-tetrahydrodipicolinate synthase"
"dapB~~~dapB_3~~~dapB_1~~~dapB_2",0,";dapB;dapB_3;dapB_1;dapB_2","hypothetical protein;4-hydroxy-tetrahydrodipicolinate reductase"
"dapD_1",0,"dapD_1","2345-tetrahydropyridine-26-dicarboxylate N-succinyltransferase"
"dapD_3~~~dapD_2~~~dapD_6~~~dapD~~~dapD_1~~~dapD_5",0,"dapD_3;dapD_2;dapD_6;dapD;dapD_1;dapD_5;","2345-tetrahydropyridine-26-dicarboxylate N-succinyltransferase;hypothetical protein"
"dapE",0,"dapE","Succinyl-diaminopimelate desuccinylase"
"dapE_2~~~dapE~~~dapE_1",0,"dapE_2;;dapE;dapE_1","Succinyl-diaminopimelate desuccinylase;hypothetical protein"
"dapF",0,"dapF","Diaminopimelate epimerase"
"dapH_1",0,"dapH_1","2345-tetrahydropyridine-26-dicarboxylate N-acetyltransferase"
"dapH_1~~~dapH_2",0,";dapH_1;dapH_2","hypothetical protein;2345-tetrahydropyridine-26-dicarboxylate N-acetyltransferase"
"dapH_1~~~lpxD_1",0,"dapH_1;;lpxD_1","2345-tetrahydropyridine-26-dicarboxylate N-acetyltransferase;hypothetical protein;UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase"
"dapH_2~~~dapH",0,"dapH_2;dapH;","2345-tetrahydropyridine-26-dicarboxylate N-acetyltransferase;hypothetical protein;putative acetyltransferase"
"dapH_2~~~dapH_1",0,";dapH_2;dapH_1","hypothetical protein;2345-tetrahydropyridine-26-dicarboxylate N-acetyltransferase"
"dapH_2~~~vat",0,"dapH_2;vat","2345-tetrahydropyridine-26-dicarboxylate N-acetyltransferase;Virginiamycin A acetyltransferase"
"dapH_3",0,"dapH_3","2345-tetrahydropyridine-26-dicarboxylate N-acetyltransferase"
"dapH_3~~~dapH_1",0,"dapH_3;dapH_1","2345-tetrahydropyridine-26-dicarboxylate N-acetyltransferase"
"darP_2~~~darP_1~~~darP",0,"darP_2;darP_1;;darP","Dual-action ribosomal maturation protein DarP;hypothetical protein"
"darP~~~darP_1",0,"darP;darP_1","Dual-action ribosomal maturation protein DarP"
"dauA_2~~~dauA_1~~~dauA",0,"dauA_2;dauA_1;dauA","C4-dicarboxylic acid transporter DauA"
"dauA_3~~~dauA_1~~~dauA_2~~~dauA",0,";dauA_3;dauA_1;dauA_2;dauA","hypothetical protein;C4-dicarboxylic acid transporter DauA"
"dauR",0,";dauR","hypothetical protein;Transcriptional regulator DauR"
"dbpA",0,"dbpA","ATP-dependent RNA helicase DbpA"
"dbpA_1~~~deaD_2",0,"dbpA_1;deaD_2","ATP-dependent RNA helicase DbpA;ATP-dependent RNA helicase DeaD"
"dbpA_2~~~dbpA_1~~~dbpA",0,"dbpA_2;dbpA_1;dbpA;","ATP-dependent RNA helicase DbpA;hypothetical protein"
"dbpA_2~~~srmB_2~~~dbpA_1~~~rgy",0,"dbpA_2;;srmB_2;dbpA_1;rgy","ATP-dependent RNA helicase DbpA;hypothetical protein;ATP-dependent RNA helicase SrmB;Reverse gyrase"
"dcd",0,"dcd;","dCTP deaminase;hypothetical protein;dCTP deaminase dUMP-forming"
"dcd_1",0,"dcd_1","dCTP deaminase dUMP-forming"
"dcm~~~dcm_1~~~dcm_2",0,";dcm;dcm_1;dcm_2","hypothetical protein;DNA-cytosine methyltransferase"
"dcp~~~dcp_1~~~dcp_2~~~dcp_3",0,"dcp;dcp_1;dcp_2;dcp_3;","Dipeptidyl carboxypeptidase;hypothetical protein"
"dcrB_2~~~dcrB_1~~~dcrB",0,"dcrB_2;dcrB_1;dcrB;","Inner membrane lipoprotein DcrB;hypothetical protein"
"dctA~~~dctA_2~~~dctA_1",0,";dctA;dctA_2;dctA_1","hypothetical protein;Aerobic C4-dicarboxylate transport protein"
"dctD_1~~~dctD_2",0,"dctD_1;dctD_2","C4-dicarboxylate transport transcriptional regulatory protein DctD"
"dctD~~~dctD_1~~~dctD_2",0,"dctD;;dctD_1;dctD_2","C4-dicarboxylate transport transcriptional regulatory protein DctD;hypothetical protein"
"dctM_3",0,"dctM_3","C4-dicarboxylate TRAP transporter large permease protein DctM"
"dctP",0,"dctP","Solute-binding protein"
"dctR_2~~~dctR~~~dctR_1",0,"dctR_2;;dctR;dctR_1","HTH-type transcriptional regulator DctR;hypothetical protein"
"dcuA_2",0,"dcuA_2","C4-dicarboxylate transporter DcuA"
"dcuB_1",0,"dcuB_1","Anaerobic C4-dicarboxylate transporter DcuB"
"dcuB_2~~~dcuA_3~~~dcuB_3",0,"dcuB_2;dcuA_3;dcuB_3;","Anaerobic C4-dicarboxylate transporter DcuB;C4-dicarboxylate transporter DcuA;hypothetical protein"
"dcuB_3",0,";dcuB_3","hypothetical protein;Anaerobic C4-dicarboxylate transporter DcuB"
"dcuB~~~dcuB_2~~~dcuB_1",0,";dcuB;dcuB_2;dcuB_1","hypothetical protein;Anaerobic C4-dicarboxylate transporter DcuB"
"dcuC_1~~~dcuC_2~~~dcuC~~~dcuC_3",0,";dcuC_1;dcuC_2;dcuC;dcuC_3","hypothetical protein;Anaerobic C4-dicarboxylate transporter DcuC"
"dcuC_2",0,"dcuC_2","Anaerobic C4-dicarboxylate transporter DcuC"
"dcuD",0,"dcuD","Putative cryptic C4-dicarboxylate transporter DcuD"
"dcuD_1",0,"dcuD_1","Putative cryptic C4-dicarboxylate transporter DcuD"
"dcuD_1~~~dcuD_2~~~dcuD",0,"dcuD_1;dcuD_2;dcuD;","Putative cryptic C4-dicarboxylate transporter DcuD;hypothetical protein"
"dcuD_2",0,"dcuD_2","Putative cryptic C4-dicarboxylate transporter DcuD"
"dcuD_2~~~dcuD_3",0,";dcuD_2;dcuD_3","hypothetical protein;Putative cryptic C4-dicarboxylate transporter DcuD"
"dcuD_3",0,"dcuD_3","Putative cryptic C4-dicarboxylate transporter DcuD"
"dcuR_2~~~dcuR_1",0,"dcuR_2;dcuR_1","Transcriptional regulatory protein DcuR"
"dcuR~~~dcuR_2~~~dcuR_1",0,"dcuR;dcuR_2;dcuR_1","Transcriptional regulatory protein DcuR"
"dcuS~~~dcuS_1~~~dcuS_2",0,"dcuS;;dcuS_1;dcuS_2","Sensor histidine kinase DcuS;hypothetical protein"
"dcyD_1",0,"dcyD_1","D-cysteine desulfhydrase"
"dcyD_2~~~dcyD_1~~~dcyD_3~~~dcyD",0,"dcyD_2;dcyD_1;dcyD_3;dcyD;","D-cysteine desulfhydrase;hypothetical protein"
"dddA_1",0,";dddA_1","hypothetical protein;Double-stranded DNA deaminase toxin A"
"dddA_2",0,"dddA_2;","Double-stranded DNA deaminase toxin A;hypothetical protein"
"dddA_2~~~dddA_3~~~dddA~~~dddA_1",0,";dddA_2;dddA_3;dddA;dddA_1","hypothetical protein;Double-stranded DNA deaminase toxin A"
"dddA~~~dddA_2",0,";dddA;dddA_2","hypothetical protein;Double-stranded DNA deaminase toxin A"
"ddeIM",0,"ddeIM","Type II methyltransferase M.DdeI"
"ddl~~~ddlB~~~ddlB_1~~~ddlB_2",0,"ddl;ddlB;ddlB_1;ddlB_2","D-alanine--D-alanine ligase;D-alanine--D-alanine ligase B"
"ddlA",0,"ddlA;","D-alanine--D-alanine ligase A;hypothetical protein"
"ddpA_1~~~ddpA_2",0,"ddpA_1;ddpA_2","putative DD-dipeptide-binding periplasmic protein DdpA"
"ddpC~~~ddpC_2~~~ddpC_1",0,"ddpC;;ddpC_2;ddpC_1","putative DD-dipeptide transport system permease protein DdpC;hypothetical protein"
"ddrA",0,"ddrA","Diol dehydratase-reactivating factor large subunit"
"deaD_2",0,"deaD_2","ATP-dependent RNA helicase DeaD"
"deaD~~~deaD_2~~~deaD_3~~~deaD_1",0,"deaD;;deaD_2;deaD_3;deaD_1","ATP-dependent RNA helicase DeaD;hypothetical protein"
"decR",0,"decR","DNA-binding transcriptional activator DecR"
"decR_2~~~decR_1",0,"decR_2;decR_1","DNA-binding transcriptional activator DecR"
"decR_2~~~decR_1~~~decR",0,"decR_2;decR_1;decR;","DNA-binding transcriptional activator DecR;hypothetical protein"
"dedA~~~dedA_1~~~dedA_2",0,";dedA;dedA_1;dedA_2","hypothetical protein;Protein DedA;DedA family protein"
"dedD_2~~~dedD~~~dedD_1",0,"dedD_2;dedD;dedD_1","Cell division protein DedD"
"def_3~~~def_1~~~def",0,"def_3;def_1;def","Peptide deformylase"
"def_3~~~def_1~~~def~~~def_2",0,"def_3;def_1;def;def_2","Peptide deformylase"
"degP_1~~~degP_2~~~degP_3~~~degP",0,"degP_1;degP_2;degP_3;degP","Periplasmic serine endoprotease DegP"
"degQ_1~~~degQ_2~~~degQ",0,";degQ_1;degQ_2;degQ","hypothetical protein;Periplasmic pH-dependent serine endoprotease DegQ"
"degS_3~~~degS~~~degS_2~~~degS_1",0,"degS_3;degS;degS_2;degS_1","Serine endoprotease DegS"
"dehH1",0,"dehH1","Haloacetate dehalogenase H-1"
"deoA_3~~~deoA_2~~~deoA_1~~~deoA",0,";deoA_3;deoA_2;deoA_1;deoA","hypothetical protein;Thymidine phosphorylase"
"deoB_1~~~deoB_2~~~deoB_3",0,"deoB_1;deoB_2;deoB_3;","Phosphopentomutase;hypothetical protein"
"deoB_1~~~deoB_2~~~deoB_3~~~deoB",0,";deoB_1;deoB_2;deoB_3;deoB","hypothetical protein;Phosphopentomutase"
"deoC_1~~~deoC_2~~~deoC",0,"deoC_1;deoC_2;;deoC","Deoxyribose-phosphate aldolase;hypothetical protein"
"deoD_1",0,"deoD_1","Purine nucleoside phosphorylase DeoD-type"
"deoD_2",0,"deoD_2","Purine nucleoside phosphorylase DeoD-type"
"deoD_2~~~deoD_1~~~deoD~~~deoD1",0,"deoD_2;;deoD_1;deoD;deoD1","Purine nucleoside phosphorylase DeoD-type;hypothetical protein;Purine nucleoside phosphorylase DeoD-type 1"
"deoD3",0,"deoD3","Purine nucleoside phosphorylase DeoD-type"
"deoK",0,"deoK","Deoxyribokinase"
"deoK_1",0,"deoK_1","Deoxyribokinase"
"deoK_2~~~deoK_1~~~kdgK_3",0,"deoK_2;deoK_1;kdgK_3","Deoxyribokinase;2-dehydro-3-deoxygluconokinase"
"deoK~~~rbsK_2~~~rbsK_1~~~deoK_1",0,";deoK;rbsK_2;rbsK_1;deoK_1","hypothetical protein;Deoxyribokinase;Ribokinase"
"deoR~~~deoR_1",0,"deoR;deoR_1","Deoxyribose operon repressor"
"der_1~~~der_3~~~der_2~~~der",0,"der_1;der_3;der_2;;der","GTPase Der;hypothetical protein"
"der_4~~~der_3~~~der_2~~~der_1",0,"der_4;der_3;der_2;;der_1","GTPase Der;hypothetical protein"
"derI",0,"derI","D-erythrulose-4-phosphate isomerase"
"dfrD",0,"dfrD","Dihydrofolate reductase"
"dgcA",0,";dgcA","hypothetical protein;Diguanylate cyclase A;Diguanylate cyclase"
"dgcC_1~~~dgcC_2~~~dgcC",0,"dgcC_1;dgcC_2;dgcC;","putative diguanylate cyclase DgcC;hypothetical protein"
"dgcE_3~~~dgcE~~~dgcE_2~~~dgcE_1",0,"dgcE_3;dgcE;dgcE_2;dgcE_1;","putative diguanylate cyclase DgcE;hypothetical protein"
"dgcJ_2~~~dgcJ",0,"dgcJ_2;dgcJ","putative diguanylate cyclase DgcJ"
"dgcJ_2~~~dgcJ~~~dgcJ_1~~~dgcJ_3",0,";dgcJ_2;dgcJ;dgcJ_1;dgcJ_3","hypothetical protein;putative diguanylate cyclase DgcJ"
"dgcM",0,"dgcM","Diguanylate cyclase DgcM"
"dgcM_1~~~dgcM_2~~~dgcM",0,";dgcM_1;dgcM_2;dgcM","hypothetical protein;Diguanylate cyclase DgcM"
"dgcN_2~~~dgcN_3~~~dgcN~~~dgcN_1",0,"dgcN_2;dgcN_3;dgcN;dgcN_1;","Diguanylate cyclase DgcN;hypothetical protein"
"dgcP_1~~~dgcP_2~~~dgcP",0,"dgcP_1;dgcP_2;dgcP","Diguanylate cyclase DgcP"
"dgcQ~~~dgcQ_2~~~dgcQ_1~~~dgcQ_3",0,";dgcQ;dgcQ_2;dgcQ_1;dgcQ_3","hypothetical protein;putative diguanylate cyclase DgcQ"
"dgcR",0,"dgcR;","HTH-type transcriptional regulator DgcR;hypothetical protein"
"dgcT_2~~~dgcT_1",0,"dgcT_2;dgcT_1","putative diguanylate cyclase DgcT"
"dgcZ_1~~~dosC_2~~~dosC_1~~~dgcZ",0,";dgcZ_1;dosC_2;dosC_1;dgcZ","hypothetical protein;Diguanylate cyclase DgcZ;Diguanylate cyclase DosC"
"dgkA",0,"dgkA","Diacylglycerol kinase"
"dgkA_1",0,"dgkA_1","Diacylglycerol kinase"
"dgkA_2",0,"dgkA_2","Diacylglycerol kinase"
"dgkA_2~~~dgkA_1",0,"dgkA_2;dgkA_1","Diacylglycerol kinase"
"dgoA_2",0,"dgoA_2;","2-dehydro-3-deoxy-6-phosphogalactonate aldolase;hypothetical protein"
"dgoA~~~dgoA_1~~~dgoA_3",0,"dgoA;dgoA_1;dgoA_3","2-dehydro-3-deoxy-6-phosphogalactonate aldolase"
"dgoD_1~~~por_1~~~uxaB_1~~~por_2~~~uxaB_2~~~mtlK_2~~~mtlK_3~~~mtlK~~~mtlK_1~~~por_3",0,"dgoD_1;por_1;uxaB_1;;por_2;uxaB_2;mtlK_2;mtlK_3;mtlK;mtlK_1;por_3","D-galactonate dehydratase;Polyol:NADP oxidoreductase;Altronate oxidoreductase;hypothetical protein;Mannitol 2-dehydrogenase"
"dgoD_1~~~rspA_1",0,"dgoD_1;rspA_1","D-galactonate dehydratase;D-galactonate dehydratase family member RspA"
"dgoD~~~dgoD_1",0,"dgoD;dgoD_1","D-galactonate dehydratase"
"dgoK~~~dgoK_3~~~dgoK_2~~~dgoK_1",0,"dgoK;dgoK_3;dgoK_2;dgoK_1","2-dehydro-3-deoxygalactonokinase"
"dgoR_1",0,"dgoR_1","Galactonate operon transcriptional repressor"
"dgoR_2~~~dgoR~~~dgoR_1~~~ravA",0,";dgoR_2;dgoR;dgoR_1;ravA","hypothetical protein;Galactonate operon transcriptional repressor;Regulatory ATPase RavA"
"dgoT",0,";dgoT","hypothetical protein;D-galactonate transporter"
"dgoT_1",0,"dgoT_1","D-galactonate transporter"
"dgoT_3",0,"dgoT_3","D-galactonate transporter"
"dgt_1~~~dgt_2~~~dgt~~~dgt_3",0,"dgt_1;dgt_2;dgt;dgt_3","Deoxyguanosinetriphosphate triphosphohydrolase"
"dgt_3~~~dgt_1",0,"dgt_3;dgt_1","putative deoxyguanosinetriphosphate triphosphohydrolase;Deoxyguanosinetriphosphate triphosphohydrolase"
"dhaB",0,"dhaB","Glycerol dehydratase large subunit"
"dhaD~~~dhaD_2",0,"dhaD;dhaD_2","Glycerol dehydrogenase"
"dhaK_2",0,"dhaK_2","Dihydroxyacetone kinase"
"dhaK_2~~~dhaK_4",0,"dhaK_2;dhaK_4","Dihydroxyacetone kinase"
"dhaK_2~~~dhaK~~~dhaK_1",0,"dhaK_2;dhaK;dhaK_1;","PEP-dependent dihydroxyacetone kinase dihydroxyacetone-binding subunit DhaK;hypothetical protein"
"dhaK_4~~~dhaK_3~~~dhaK_1~~~dhaK_2~~~dhaK",0,"dhaK_4;dhaK_3;dhaK_1;dhaK_2;;dhaK","PEP-dependent dihydroxyacetone kinase dihydroxyacetone-binding subunit DhaK;hypothetical protein"
"dhaL_2~~~dhaL_1~~~dhaL_3",0,"dhaL_2;dhaL_1;dhaL_3","PEP-dependent dihydroxyacetone kinase ADP-binding subunit DhaL"
"dhaL~~~dhaL_1",0,"dhaL;dhaL_1","PEP-dependent dihydroxyacetone kinase ADP-binding subunit DhaL"
"dhaM_1~~~dhaM~~~dhaM_2",0,"dhaM_1;dhaM;;dhaM_2","PEP-dependent dihydroxyacetone kinase phosphoryl donor subunit DhaM;hypothetical protein"
"dhaM_2",0,"dhaM_2","PEP-dependent dihydroxyacetone kinase phosphoryl donor subunit DhaM"
"dhaR_2",0,"dhaR_2","PTS-dependent dihydroxyacetone kinase operon regulatory protein"
"dhaR_2~~~dhaR~~~dhaR_1",0,"dhaR_2;dhaR;dhaR_1","PTS-dependent dihydroxyacetone kinase operon regulatory protein"
"dhaT",0,"dhaT","13-propanediol dehydrogenase"
"dhaT~~~dhaT_1~~~adhB_2",0,"dhaT;dhaT_1;adhB_2","13-propanediol dehydrogenase;Alcohol dehydrogenase 2"
"dhbF",0,"dhbF","Dimodular nonribosomal peptide synthase"
"diaA",0,"diaA","DnaA initiator-associating protein DiaA"
"diaA_1~~~diaA_2~~~diaA",0,"diaA_1;diaA_2;diaA","DnaA initiator-associating protein DiaA"
"digH_2~~~digH_1~~~digH",0,"digH_2;digH_1;digH;","Glycosyl hydrolase DigH;hypothetical protein"
"dinB_2",0,"dinB_2","DNA polymerase IV"
"dinB~~~dinB_1~~~dinB_2",0,"dinB;dinB_1;;dinB_2","DNA polymerase IV;hypothetical protein"
"dinF~~~dinF_1~~~dinF_2",0,"dinF;dinF_1;dinF_2;","DNA damage-inducible protein F;hypothetical protein"
"dinG_2",0,"dinG_2","3'-5' exonuclease DinG"
"dinG_2~~~dinG_1",0,"dinG_2;;dinG_1","3'-5' exonuclease DinG;hypothetical protein"
"dinG_3~~~dinG_2~~~dinG_1~~~dinG_4~~~dinG",0,"dinG_3;dinG_2;;dinG_1;dinG_4;dinG","ATP-dependent DNA helicase DinG;hypothetical protein"
"dinI_1~~~dinI~~~dinI_3",0,"dinI_1;;dinI;dinI_3","DNA damage-inducible protein I;hypothetical protein"
"dinI_2~~~dinI_1",0,"dinI_2;dinI_1","DNA damage-inducible protein I"
"dinI_2~~~dinI_3",0,";dinI_2;dinI_3","hypothetical protein;DNA damage-inducible protein I"
"dinI_3~~~dinI_1~~~dinI_2",0,"dinI_3;;dinI_1;dinI_2","DNA damage-inducible protein I;hypothetical protein"
"dinI_4",0,";dinI_4","hypothetical protein;DNA damage-inducible protein I"
"djlA~~~djlA_2~~~djlA_1",0,";djlA;djlA_2;djlA_1","hypothetical protein;Co-chaperone protein DjlA"
"dkgA_1~~~dkgA~~~dkgA_2",0,";dkgA_1;dkgA;dkgA_2","hypothetical protein;Methylglyoxal reductase DkgA"
"dkgB_1~~~dkgB_2~~~dkgB",0,"dkgB_1;dkgB_2;dkgB;","Methylglyoxal reductase DkgB;hypothetical protein"
"dksA_1",0,"dksA_1","RNA polymerase-binding transcription factor DksA"
"dksA_1~~~dksA_2",0,";dksA_1;dksA_2","hypothetical protein;RNA polymerase-binding transcription factor DksA"
"dksA~~~dksA_1~~~dksA_2",0,"dksA;dksA_1;dksA_2","RNA polymerase-binding transcription factor DksA"
"dld",0,"dld","Quinone-dependent D-lactate dehydrogenase"
"dld~~~dld_1~~~dld_2",0,";dld;dld_1;dld_2","hypothetical protein;Quinone-dependent D-lactate dehydrogenase"
"dlsT_1~~~dlsT~~~tdcC_1~~~dlsT_2~~~dlsT_3",0,"dlsT_1;;dlsT;tdcC_1;dlsT_2;dlsT_3","Serine transporter;hypothetical protein;putative serine transporter;Threonine/serine transporter TdcC"
"dlsT_2~~~dlsT_1",0,";dlsT_2;dlsT_1","hypothetical protein;Serine transporter"
"dltA_1",0,"dltA_1","D-alanine--D-alanyl carrier protein ligase"
"dmdA",0,"dmdA","23-dimethylmalate dehydratase large subunit"
"DmdB",0,"DmdB","23-dimethylmalate dehydratase small subunit"
"dmlA~~~dmlA_1~~~dmlA_2~~~leuB_2",0,"dmlA;;dmlA_1;dmlA_2;leuB_2","D-malate dehydrogenase [decarboxylating];hypothetical protein;3-isopropylmalate dehydrogenase"
"dmlR_1~~~dmlR_2~~~dmlR_3",0,"dmlR_1;;dmlR_2;dmlR_3","HTH-type transcriptional regulator DmlR;hypothetical protein"
"dmlR_1~~~dmlR_3~~~dmlR_2~~~dmlR",0,"dmlR_1;;dmlR_3;dmlR_2;dmlR","HTH-type transcriptional regulator DmlR;hypothetical protein"
"dmlR_2",0,"dmlR_2","HTH-type transcriptional regulator DmlR"
"dmlR_3",0,"dmlR_3","HTH-type transcriptional regulator DmlR"
"dmlR_3~~~dmlR_1",0,"dmlR_3;dmlR_1","HTH-type transcriptional regulator DmlR"
"dmsA_2~~~dmsA~~~dmsA_1~~~dmsA_4~~~dmsA_3",0,";dmsA_2;dmsA;dmsA_1;dmsA_4;dmsA_3","hypothetical protein;Dimethyl sulfoxide reductase DmsA"
"dmsB_3~~~dmsB_1~~~dmsB_2~~~rsxB_1",0,"dmsB_3;dmsB_1;dmsB_2;rsxB_1;","Anaerobic dimethyl sulfoxide reductase chain B;Ion-translocating oxidoreductase complex subunit B;hypothetical protein"
"dnaA",0,"dnaA","Chromosomal replication initiator protein DnaA"
"dnaA_1",0,"dnaA_1","Chromosomal replication initiator protein DnaA"
"dnaA_1~~~dnaA_2",0,"dnaA_1;dnaA_2;","Chromosomal replication initiator protein DnaA;hypothetical protein"
"dnaA_2~~~dnaA_1",0,";dnaA_2;dnaA_1","IS21 family transposase IS21;IS21 family transposase ISEc62;hypothetical protein;Insertion sequence IS5376 putative ATP-binding protein;Chromosomal replication initiator protein DnaA"
"dnaA_2~~~dnaA_1~~~dnaA_3~~~dnaA",0,"dnaA_2;dnaA_1;dnaA_3;dnaA","Chromosomal replication initiator protein DnaA"
"dnaA_2~~~dnaA_3",0,"dnaA_2;dnaA_3","Chromosomal replication initiator protein DnaA"
"dnaB_1",0,"dnaB_1","Replicative DNA helicase DnaB"
"dnaB_1~~~dnaB_2",0,"dnaB_1;dnaB_2","Replicative DNA helicase DnaB"
"dnaB_2",0,"dnaB_2","Replicative DNA helicase DnaB"
"dnaB_2~~~dnaB_1",0,"dnaB_2;dnaB_1","Replicative DNA helicase DnaB"
"dnaB_2~~~dnaB_1~~~dnaB_3",0,"dnaB_2;dnaB_1;dnaB_3","Replicative DNA helicase DnaB"
"dnaB_2~~~dnaB_1~~~dnaB~~~dnaB_3",0,"dnaB_2;dnaB_1;;dnaB;dnaB_3","Replicative DNA helicase DnaB;hypothetical protein"
"dnaB_2~~~dnaC_1~~~dnaB_3",0,"dnaB_2;dnaC_1;dnaB_3","Replicative DNA helicase DnaB;Replicative DNA helicase DnaC"
"dnaB_3",0,"dnaB_3","Replicative DNA helicase DnaB"
"dnaB_3~~~dnaB_2~~~dnaB_1~~~dnaB_4",0,"dnaB_3;dnaB_2;dnaB_1;;dnaB_4","Replicative DNA helicase DnaB;hypothetical protein"
"dnaC_1~~~dnaC_2",0,"dnaC_1;dnaC_2","Replicative helicase loader DnaC"
"dnaC_1~~~dnaC_2~~~dnaC_3",0,"dnaC_1;dnaC_2;dnaC_3","Replicative helicase loader DnaC"
"dnaC_2",0,";dnaC_2","hypothetical protein;Replicative helicase loader DnaC"
"dnaC_2~~~dnaC_1~~~dnaC_3",0,";dnaC_2;dnaC_1;dnaC_3","hypothetical protein;Replicative helicase loader DnaC"
"dnaC_2~~~dnaC_1~~~dnaC_4~~~dnaC_3",0,";dnaC_2;dnaC_1;dnaC_4;dnaC_3","hypothetical protein;Replicative helicase loader DnaC"
"dnaC_2~~~dnaC_3~~~dnaC_1~~~dnaC_4",0,"dnaC_2;dnaC_3;dnaC_1;;dnaC_4","Replicative helicase loader DnaC;hypothetical protein"
"dnaC_2~~~dnaC_3~~~dnaC_4~~~dnaC_1",0,"dnaC_2;dnaC_3;dnaC_4;dnaC_1;","Replicative helicase loader DnaC;hypothetical protein"
"dnaC_3",0,"dnaC_3","Replicative helicase loader DnaC"
"dnaC~~~dnaC_1~~~dnaC_2~~~dnaC_3",0,"dnaC;dnaC_1;dnaC_2;dnaC_3","Replicative helicase loader DnaC"
"dnaE_1~~~dnaE~~~dnaE_2~~~dnaE2~~~dnaE_3~~~dnaE_4",0,";dnaE_1;dnaE;dnaE_2;dnaE2;dnaE_3;dnaE_4","hypothetical protein;DNA polymerase III subunit alpha;Error-prone DNA polymerase"
"dnaE2",0,"dnaE2;","Error-prone DNA polymerase;hypothetical protein"
"dnaG_2",0,"dnaG_2","DNA primase"
"dnaG_2~~~dnaG_3~~~dnaG_1",0,";dnaG_2;dnaG_3;dnaG_1","hypothetical protein;DNA primase"
"dnaG_2~~~dnaG_3~~~dnaG_4",0,";dnaG_2;dnaG_3;dnaG_4","hypothetical protein;DNA primase"
"dnaG_2~~~dnaG_4",0,"dnaG_2;dnaG_4","DNA primase"
"dnaG_4~~~dnaG_1~~~dnaG_3~~~dnaG_2",0,";dnaG_4;dnaG_1;dnaG_3;dnaG_2","hypothetical protein;DNA primase"
"dnaG~~~dnaG_4~~~dnaG_3~~~dnaG_2~~~dnaG_1",0,";dnaG;dnaG_4;dnaG_3;dnaG_2;dnaG_1","hypothetical protein;DNA primase"
"dnaJ",0,"dnaJ","Chaperone protein DnaJ"
"dnaJ_1~~~dnaJ_2~~~dnaJ",0,"dnaJ_1;;dnaJ_2;dnaJ","Chaperone protein DnaJ;hypothetical protein"
"dnaJ_2~~~dnaJ_1",0,"dnaJ_2;dnaJ_1","Chaperone protein DnaJ"
"dnaK_1~~~dnaK_3~~~dnaK_2~~~dnaK",0,"dnaK_1;dnaK_3;dnaK_2;;dnaK","Chaperone protein DnaK;hypothetical protein"
"dnaK_1~~~dnaK2~~~dnaK~~~dnaK_2",0,";dnaK_1;dnaK2;dnaK;dnaK_2","hypothetical protein;Chaperone protein DnaK;Chaperone protein DnaK2"
"dnaK_2~~~dnaK_1",0,"dnaK_2;;dnaK_1","Chaperone protein DnaK;hypothetical protein"
