"gene","importance","Non-unique Gene name","Annotation"
"group_33395",0,"","hypothetical protein"
"group_33396",0,"fdtB","dTDP-3-amino-36-dideoxy-alpha-D-galactopyranose transaminase"
"group_33397",0,"","hypothetical protein"
"group_33398",0,"","hypothetical protein"
"group_33399",0,"","hypothetical protein"
"group_33401",0,"yadK","putative fimbrial-like protein YadK"
"group_33402",0,"","hypothetical protein"
"group_33404",0,"","hypothetical protein"
"group_33405",0,"","hypothetical protein"
"group_33407",0,"","hypothetical protein"
"group_33408",0,"","hypothetical protein"
"group_3341",0,"","hypothetical protein"
"group_33411",0,"","hypothetical protein"
"group_33412",0,"","hypothetical protein"
"group_33413",0,"","hypothetical protein"
"group_33414",0,"","hypothetical protein"
"group_33415",0,"","hypothetical protein"
"group_33417",0,"","hypothetical protein"
"group_33419",0,"faeG_1;","K88 fimbrial protein AB;hypothetical protein"
"group_33420",0,"","hypothetical protein"
"group_33422",0,"","hypothetical protein"
"group_33423",0,"","hypothetical protein"
"group_33424",0,"","hypothetical protein"
"group_33425",0,"","hypothetical protein"
"group_33426",0,"","hypothetical protein"
"group_33427",0,"","hypothetical protein"
"group_33429",0,"","hypothetical protein"
"group_3343",0,"","hypothetical protein"
"group_33432",0,"","hypothetical protein"
"group_33434",0,"gmm","GDP-mannose mannosyl hydrolase"
"group_33436",0,"","hypothetical protein"
"group_33439",0,"","hypothetical protein"
"group_3344",0,"","hypothetical protein;putative HTH-type transcriptional regulator"
"group_33440",0,"","hypothetical protein"
"group_33443",0,"","hypothetical protein"
"group_33444",0,"smc;smc_2","Chromosome partition protein Smc"
"group_33446",0,"","hypothetical protein"
"group_33447",0,"","hypothetical protein"
"group_33449",0,"","hypothetical protein"
"group_3345",0,"","hypothetical protein"
"group_33452",0,"","hypothetical protein"
"group_33453",0,"","hypothetical protein;IS3 family transposase ISEal1;IS3 family transposase ISSty2;IS3 family transposase ISEc17;IS3 family transposase IS3F"
"group_33455",0,"","hypothetical protein"
"group_33456",0,"","hypothetical protein"
"group_33457",0,"hsdS;hsdS_2","Type I restriction enzyme EcoR124I/EcoR124II specificity subunit"
"group_33459",0,"","hypothetical protein"
"group_3346",0,"","hypothetical protein"
"group_33460",0,"","hypothetical protein"
"group_33461",0,"","hypothetical protein"
"group_33464",0,"","hypothetical protein"
"group_33465",0,"","hypothetical protein"
"group_33467",0,"","hypothetical protein"
"group_33468",0,"","hypothetical protein"
"group_33469",0,"","hypothetical protein"
"group_3347",0,"","hypothetical protein"
"group_33470",0,"","hypothetical protein"
"group_33471",0,"","hypothetical protein"
"group_33472",0,"","hypothetical protein"
"group_33473",0,"","hypothetical protein"
"group_33474",0,"","hypothetical protein"
"group_33475",0,"","hypothetical protein"
"group_33479",0,"","hypothetical protein"
"group_3348",0,"","hypothetical protein"
"group_33480",0,"","hypothetical protein"
"group_33484",0,"","hypothetical protein"
"group_33486",0,"","hypothetical protein"
"group_33488",0,"","hypothetical protein"
"group_33489",0,"","hypothetical protein"
"group_3349",0,"","hypothetical protein"
"group_33490",0,"","hypothetical protein"
"group_33491",0,"","hypothetical protein"
"group_33493",0,"","hypothetical protein"
"group_33494",0,"","hypothetical protein"
"group_33495",0,"","hypothetical protein;IS3 family transposase IS1222"
"group_33497",0,"","hypothetical protein"
"group_33498",0,"","hypothetical protein"
"group_33500",0,"","hypothetical protein"
"group_33502",0,"","hypothetical protein"
"group_33503",0,"","hypothetical protein"
"group_33504",0,"pir","PI protein"
"group_33506",0,"","hypothetical protein"
"group_33508",0,"","hypothetical protein"
"group_33509",0,"relB;relB_1","Antitoxin RelB"
"group_3351",0,"","hypothetical protein"
"group_33510",0,"","hypothetical protein"
"group_33511",0,"","hypothetical protein"
"group_33512",0,"","hypothetical protein"
"group_33513",0,"","hypothetical protein"
"group_33514",0,"","hypothetical protein"
"group_33516",0,"","hypothetical protein"
"group_33518",0,"","hypothetical protein"
"group_33519",0,"","hypothetical protein"
"group_33521",0,"","hypothetical protein"
"group_33524",0,"","hypothetical protein"
"group_33526",0,"","hypothetical protein"
"group_33527",0,"","hypothetical protein"
"group_33528",0,"","hypothetical protein"
"group_33529",0,";tfaE_2","hypothetical protein;Prophage tail fiber assembly protein TfaE"
"group_3353",0,"","hypothetical protein"
"group_33530",0,"mbeC","Mobilization protein MbeC"
"group_33532",0,"","hypothetical protein"
"group_33533",0,"","hypothetical protein"
"group_33534",0,"","hypothetical protein"
"group_33535",0,"","hypothetical protein"
"group_33536",0,"","hypothetical protein"
"group_33538",0,"","hypothetical protein"
"group_33539",0,"","hypothetical protein"
"group_33542",0,"","hypothetical protein"
"group_33543",0,"","hypothetical protein"
"group_33544",0,"","hypothetical protein"
"group_33545",0,"","hypothetical protein"
"group_33546",0,"","IS630 family transposase IS630;IS630 family transposase ISSpu2;hypothetical protein"
"group_33547",0,"","hypothetical protein"
"group_33550",0,"","hypothetical protein"
"group_33551",0,"","hypothetical protein"
"group_33552",0,"","hypothetical protein"
"group_33553",0,"","hypothetical protein"
"group_33554",0,"","hypothetical protein"
"group_33555",0,"","hypothetical protein"
"group_33561",0,"","IS3 family transposase ISSen4;IS3 family transposase ISRaq1"
"group_33562",0,"","hypothetical protein"
"group_33563",0,"","hypothetical protein"
"group_33564",0,"","hypothetical protein"
"group_33568",0,"","hypothetical protein"
"group_33569",0,"","IS3 family transposase ISSfl10;hypothetical protein;IS3 family transposase ISSd1"
"group_3357",0,"","putative HTH-type transcriptional regulator"
"group_33570",0,"","hypothetical protein"
"group_33571",0,"","hypothetical protein"
"group_33574",0,"","hypothetical protein"
"group_33575",0,"","hypothetical protein"
"group_33576",0,"","hypothetical protein"
"group_33577",0,"","hypothetical protein;IS110 family transposase ISKpn43"
"group_33578",0,"","hypothetical protein"
"group_3358",0,"","hypothetical protein"
"group_33580",0,"","hypothetical protein"
"group_33581",0,"","hypothetical protein"
"group_33582",0,"","hypothetical protein;IS110 family transposase ISKpn42"
"group_33584",0,"","hypothetical protein"
"group_33585",0,"","hypothetical protein"
"group_33587",0,"","hypothetical protein"
"group_33588",0,"","hypothetical protein"
"group_33589",0,"","hypothetical protein"
"group_3359",0,"","hypothetical protein"
"group_33592",0,"","hypothetical protein;IS21 family transposase IS100;IS21 family transposase IS100kyp;Insertion sequence IS5376 putative ATP-binding protein"
"group_33593",0,"","hypothetical protein"
"group_33594",0,"","hypothetical protein"
"group_33598",0,"","putative HTH-type transcriptional regulator"
"group_33599",0,"","hypothetical protein"
"group_336",0,"","hypothetical protein"
"group_3360",0,"","hypothetical protein"
"group_33600",0,"","IS3 family transposase IS1222;hypothetical protein"
"group_33603",0,"","hypothetical protein"
"group_33604",0,"","hypothetical protein"
"group_33606",0,"","hypothetical protein"
"group_33608",0,"","IS3 family transposase IS1222"
"group_33609",0,";tnpA","hypothetical protein;Transposase for transposon;Tn3 family transposase ISPa40"
"group_33611",0,"","hypothetical protein"
"group_33612",0,"","hypothetical protein"
"group_33613",0,"gpFI_2;","Putative prophage major tail sheath protein;hypothetical protein"
"group_33615",0,"","hypothetical protein"
"group_33618",0,"","hypothetical protein"
"group_33619",0,"","hypothetical protein"
"group_3362",0,"","hypothetical protein"
"group_33620",0,"","hypothetical protein"
"group_33622",0,"","hypothetical protein"
"group_33623",0,"","hypothetical protein"
"group_33624",0,"","hypothetical protein"
"group_33628",0,"","hypothetical protein"
"group_33629",0,"","hypothetical protein"
"group_3363",0,"","hypothetical protein"
"group_33630",0,"","hypothetical protein"
"group_33631",0,"","hypothetical protein"
"group_33633",0,"","hypothetical protein"
"group_33635",0,"","hypothetical protein"
"group_33636",0,"","hypothetical protein"
"group_33638",0,"","hypothetical protein"
"group_33639",0,"","hypothetical protein"
"group_3364",0,"","hypothetical protein"
"group_33640",0,"","hypothetical protein"
"group_33641",0,"","hypothetical protein"
"group_33642",0,"","hypothetical protein"
"group_33643",0,"","hypothetical protein"
"group_33646",0,"","hypothetical protein"
"group_33647",0,"","hypothetical protein"
"group_33648",0,"","hypothetical protein"
"group_33649",0,"","hypothetical protein"
"group_3365",0,"","hypothetical protein"
"group_33650",0,"","hypothetical protein"
"group_33651",0,"","hypothetical protein"
"group_33652",0,"","hypothetical protein"
"group_33653",0,"","hypothetical protein"
"group_33654",0,"","hypothetical protein"
"group_33655",0,"","hypothetical protein"
"group_33656",0,"kilR_1;kilR;kilR_2","Killing protein KilR"
"group_33659",0,"","hypothetical protein"
"group_3366",0,"","hypothetical protein"
"group_33660",0,"","hypothetical protein"
"group_33661",0,"","hypothetical protein"
"group_33664",0,"","hypothetical protein"
"group_33666",0,"","hypothetical protein"
"group_33668",0,"","hypothetical protein"
"group_33669",0,"","hypothetical protein"
"group_3367",0,"","hypothetical protein"
"group_33670",0,"","hypothetical protein"
"group_33671",0,"","hypothetical protein"
"group_33672",0,"","hypothetical protein"
"group_33673",0,"","hypothetical protein"
"group_33676",0,"","hypothetical protein"
"group_33677",0,"","hypothetical protein"
"group_33679",0,"","hypothetical protein"
"group_33680",0,"","hypothetical protein"
"group_33682",0,"","hypothetical protein"
"group_33684",0,"","hypothetical protein"
"group_33685",0,"","hypothetical protein"
"group_33686",0,"","hypothetical protein"
"group_33687",0,"","hypothetical protein"
"group_33689",0,"","hypothetical protein;IS1595 family transposase ISKpn3"
"group_3369",0,"","hypothetical protein"
"group_33691",0,"","hypothetical protein"
"group_33694",0,"","hypothetical protein"
"group_33695",0,"","hypothetical protein"
"group_33696",0,"","hypothetical protein"
"group_33698",0,"","hypothetical protein"
"group_33699",0,"","hypothetical protein"
"group_33700",0,"","hypothetical protein"
"group_33701",0,"","hypothetical protein"
"group_33702",0,"","hypothetical protein"
"group_33703",0,"","hypothetical protein"
"group_33704",0,"","hypothetical protein"
"group_33705",0,"","Defense-associated sirtuin 2;hypothetical protein"
"group_33706",0,"hsdBM","Type II methyltransferase M.BsuBI"
"group_33707",0,"","hypothetical protein"
"group_33708",0,"","hypothetical protein"
"group_33709",0,"","hypothetical protein"
"group_3371",0,"","hypothetical protein"
"group_33710",0,"","hypothetical protein"
"group_33712",0,"","hypothetical protein"
"group_33713",0,"","hypothetical protein"
"group_33714",0,"","hypothetical protein"
"group_33715",0,"","hypothetical protein"
"group_33716",0,"","hypothetical protein"
"group_33717",0,"","hypothetical protein"
"group_33718",0,"","hypothetical protein"
"group_33719",0,"","hypothetical protein"
"group_3372",0,"","hypothetical protein"
"group_33720",0,"","hypothetical protein"
"group_33722",0,"","hypothetical protein"
"group_33723",0,"","hypothetical protein"
"group_33724",0,"","hypothetical protein"
"group_33725",0,"","hypothetical protein"
"group_33726",0,"","hypothetical protein"
"group_33727",0,"","hypothetical protein"
"group_33728",0,"","hypothetical protein"
"group_33729",0,"","hypothetical protein"
"group_3373",0,"","hypothetical protein"
"group_33730",0,"","hypothetical protein"
"group_33731",0,"","hypothetical protein"
"group_33733",0,"","hypothetical protein"
"group_33734",0,"","hypothetical protein"
"group_33735",0,"","hypothetical protein"
"group_33736",0,"kpsT","Polysialic acid transport ATP-binding protein KpsT"
"group_33737",0,"kpsM","Polysialic acid transport protein KpsM"
"group_33739",0,"","hypothetical protein"
"group_3374",0,"","hypothetical protein"
"group_33740",0,"","hypothetical protein"
"group_33741",0,"nhaA_2","Na(+)/H(+) antiporter NhaA"
"group_33743",0,"","IS110 family transposase ISKpn42;hypothetical protein"
"group_33745",0,"","hypothetical protein"
"group_33750",0,"","hypothetical protein"
"group_33751",0,"","hypothetical protein"
"group_33752",0,"ydiO","Type II methyltransferase M1.BsuMI"
"group_33757",0,"","hypothetical protein"
"group_33758",0,"","hypothetical protein"
"group_33759",0,"","hypothetical protein"
"group_3376",0,"","hypothetical protein"
"group_33760",0,"pir","PI protein"
"group_33761",0,"","hypothetical protein"
"group_33762",0,"","hypothetical protein"
"group_33763",0,"","hypothetical protein"
"group_33764",0,"","hypothetical protein"
"group_33765",0,"tcpE","Toxin coregulated pilus biosynthesis protein E"
"group_33766",0,"tcpT;","Toxin coregulated pilus biosynthesis protein T;hypothetical protein"
"group_33767",0,"groES_2","Co-chaperonin GroES"
"group_33769",0,"","hypothetical protein"
"group_33770",0,"","hypothetical protein"
"group_33771",0,"","hypothetical protein"
"group_33772",0,"","hypothetical protein"
"group_33774",0,"","hypothetical protein"
"group_33775",0,"","hypothetical protein"
"group_33777",0,"","hypothetical protein"
"group_33778",0,"","hypothetical protein"
"group_33780",0,"","hypothetical protein"
"group_33781",0,"","hypothetical protein"
"group_33782",0,"","hypothetical protein"
"group_33783",0,"xerC_5;xerC_4","Tyrosine recombinase XerC"
"group_33786",0,"","hypothetical protein"
"group_33787",0,"","hypothetical protein"
"group_33789",0,"","hypothetical protein"
"group_33790",0,"","hypothetical protein"
"group_33791",0,"","hypothetical protein"
"group_33794",0,"","hypothetical protein"
"group_33795",0,"","hypothetical protein"
"group_33796",0,"","hypothetical protein"
"group_33798",0,"","hypothetical protein"
"group_33799",0,"","hypothetical protein"
"group_33800",0,";aidA","hypothetical protein;Quorum-quenching protein AidA"
"group_33801",0,"","hypothetical protein"
"group_33802",0,"","hypothetical protein"
"group_33803",0,"","hypothetical protein"
"group_33804",0,"","hypothetical protein"
"group_33805",0,"","hypothetical protein"
"group_33806",0,"","hypothetical protein"
"group_33807",0,"","hypothetical protein"
"group_33808",0,"","hypothetical protein"
"group_33809",0,"","hypothetical protein"
"group_3381",0,"","hypothetical protein"
"group_33810",0,"","hypothetical protein"
"group_33811",0,"","hypothetical protein"
"group_33812",0,"","hypothetical protein"
"group_33813",0,"","hypothetical protein"
"group_33814",0,"","hypothetical protein"
"group_33816",0,"","hypothetical protein"
"group_33817",0,"","hypothetical protein"
"group_33819",0,"","hypothetical protein"
"group_33820",0,"","hypothetical protein"
"group_33821",0,"","hypothetical protein"
"group_33822",0,";old","hypothetical protein;Retron Eco8 OLD nuclease"
"group_33823",0,"","hypothetical protein"
"group_33825",0,";epsM_2","hypothetical protein;Type II secretion system protein M"
"group_33826",0,"","hypothetical protein"
"group_33827",0,"","hypothetical protein"
"group_33829",0,"","hypothetical protein"
"group_3383",0,"","hypothetical protein"
"group_33830",0,"","hypothetical protein"
"group_33831",0,"","hypothetical protein"
"group_33832",0,"","hypothetical protein"
"group_33833",0,"","hypothetical protein"
"group_33834",0,"","hypothetical protein"
"group_33835",0,"","hypothetical protein"
"group_33836",0,"","hypothetical protein"
"group_33837",0,"","hypothetical protein"
"group_33838",0,"","hypothetical protein"
"group_33839",0,"","hypothetical protein"
"group_3384",0,"","hypothetical protein"
"group_33841",0,"","hypothetical protein"
"group_33842",0,"","hypothetical protein"
"group_33843",0,"","hypothetical protein"
"group_33844",0,"","hypothetical protein"
"group_33845",0,"","hypothetical protein"
"group_33846",0,"","hypothetical protein"
"group_33847",0,"","hypothetical protein"
"group_33848",0,";cvaC","hypothetical protein;Colicin-V"
"group_33849",0,"","hypothetical protein"
"group_3385",0,"","hypothetical protein"
"group_33850",0,"","hypothetical protein"
"group_33851",0,"ahr_3","Aldehyde reductase Ahr"
"group_33852",0,"","hypothetical protein"
"group_33853",0,"","hypothetical protein"
"group_33855",0,"","hypothetical protein"
"group_33857",0,"","hypothetical protein"
"group_33858",0,"","hypothetical protein"
"group_3386",0,"","hypothetical protein"
"group_33860",0,"","hypothetical protein"
"group_33863",0,"","hypothetical protein"
"group_33864",0,"","hypothetical protein"
"group_33865",0,"","hypothetical protein"
"group_3387",0,"","hypothetical protein"
"group_33870",0,"","hypothetical protein"
"group_33871",0,"","hypothetical protein"
"group_33872",0,"","hypothetical protein"
"group_33873",0,"","hypothetical protein"
"group_33875",0,"","hypothetical protein"
"group_33876",0,"","hypothetical protein"
"group_33877",0,"","hypothetical protein"
"group_33878",0,"","hypothetical protein"
"group_33879",0,"","hypothetical protein"
"group_3388",0,"","hypothetical protein"
"group_33880",0,"","hypothetical protein"
"group_33881",0,"","IS3 family transposase IS1222"
"group_33883",0,"","hypothetical protein"
"group_33884",0,"","hypothetical protein"
"group_33885",0,"","hypothetical protein"
"group_33886",0,"","hypothetical protein"
"group_33887",0,"","hypothetical protein"
"group_33888",0,"","hypothetical protein"
"group_3389",0,"","hypothetical protein"
"group_33890",0,"","hypothetical protein"
"group_33891",0,"","hypothetical protein"
"group_33892",0,"","hypothetical protein"
"group_33893",0,"","hypothetical protein"
"group_33894",0,"","hypothetical protein"
"group_33895",0,"","hypothetical protein"
"group_33897",0,"","hypothetical protein"
"group_33898",0,"","hypothetical protein"
"group_33899",0,"","hypothetical protein"
"group_3390",0,"","hypothetical protein"
"group_33901",0,"","hypothetical protein"
"group_33902",0,"","hypothetical protein"
"group_33904",0,"","hypothetical protein"
"group_33908",0,"","hypothetical protein"
"group_33909",0,"","hypothetical protein"
"group_3391",0,"","hypothetical protein"
"group_33910",0,"","hypothetical protein"
"group_33912",0,"recF_2;","DNA replication and repair protein RecF;hypothetical protein"
"group_33914",0,"","hypothetical protein"
"group_33915",0,"","hypothetical protein"
"group_33916",0,"","hypothetical protein"
"group_33918",0,"","hypothetical protein"
"group_33919",0,"","hypothetical protein"
"group_33920",0,"","hypothetical protein"
"group_33921",0,"","hypothetical protein"
"group_33923",0,"","hypothetical protein"
"group_33924",0,"","IS481 family transposase ISEc18"
"group_33926",0,"","hypothetical protein"
"group_33927",0,"","hypothetical protein"
"group_33928",0,"","hypothetical protein"
"group_33929",0,"","hypothetical protein"
"group_3393",0,"","hypothetical protein"
"group_33930",0,"","hypothetical protein"
"group_33931",0,"","hypothetical protein"
"group_33932",0,"","hypothetical protein"
"group_33933",0,"","hypothetical protein"
"group_33934",0,"","hypothetical protein"
"group_33935",0,"","hypothetical protein"
"group_33936",0,"","hypothetical protein"
"group_33938",0,"","hypothetical protein"
"group_33939",0,"","hypothetical protein"
"group_33940",0,"","hypothetical protein"
"group_33942",0,"","hypothetical protein"
"group_33943",0,"","hypothetical protein"
"group_33944",0,"","hypothetical protein"
"group_33945",0,"","hypothetical protein"
"group_33946",0,"","hypothetical protein"
"group_33947",0,"","hypothetical protein"
"group_33948",0,"","hypothetical protein"
"group_33949",0,"","hypothetical protein"
"group_3395",0,"","hypothetical protein"
"group_33950",0,"","hypothetical protein"
"group_33952",0,"","hypothetical protein"
"group_33953",0,"","hypothetical protein"
"group_33954",0,"","hypothetical protein"
"group_33955",0,"","hypothetical protein"
"group_33956",0,"","hypothetical protein"
"group_33957",0,"","hypothetical protein"
"group_33958",0,"","hypothetical protein"
"group_33959",0,"","hypothetical protein"
"group_33960",0,"","hypothetical protein"
"group_33961",0,"","hypothetical protein"
"group_33962",0,"","hypothetical protein"
"group_33964",0,"","hypothetical protein"
"group_33966",0,"","hypothetical protein"
"group_33967",0,"","hypothetical protein"
"group_33968",0,"","hypothetical protein"
"group_33969",0,"","hypothetical protein"
"group_33971",0,"","hypothetical protein"
"group_33972",0,"","hypothetical protein"
"group_33973",0,"","hypothetical protein"
"group_33974",0,"","hypothetical protein"
"group_33975",0,";tcpT","hypothetical protein;Toxin coregulated pilus biosynthesis protein T"
"group_33976",0,";hsdS","hypothetical protein;Type I restriction enzyme EcoKI specificity subunit"
"group_33977",0,"","hypothetical protein"
"group_33978",0,"","hypothetical protein"
"group_3398",0,"","hypothetical protein"
"group_33981",0,"","hypothetical protein"
"group_33982",0,"","hypothetical protein"
"group_33983",0,"","IS110 family transposase ISXne4;hypothetical protein"
"group_33986",0,"","hypothetical protein"
"group_33987",0,"","hypothetical protein"
"group_33988",0,"","hypothetical protein"
"group_33989",0,"traC;traC_2","DNA primase TraC"
"group_33991",0,"","hypothetical protein"
"group_33992",0,"","hypothetical protein"
"group_33993",0,"","hypothetical protein"
"group_33994",0,"","hypothetical protein"
"group_33995",0,"","hypothetical protein"
"group_33996",0,"","hypothetical protein"
"group_33998",0,"","hypothetical protein"
"group_33999",0,"","hypothetical protein"
"group_34001",0,"iraM","Anti-adapter protein IraM"
"group_34002",0,"","hypothetical protein"
"group_34003",0,"","hypothetical protein"
"group_34004",0,"","hypothetical protein"
"group_34005",0,"","hypothetical protein"
"group_34006",0,"","hypothetical protein"
"group_34007",0,"","hypothetical protein"
"group_34008",0,"","hypothetical protein"
"group_34009",0,"","hypothetical protein"
"group_34010",0,"","hypothetical protein"
"group_34011",0,"","hypothetical protein"
"group_34012",0,"","hypothetical protein"
"group_34013",0,"","hypothetical protein"
"group_34014",0,"","hypothetical protein"
"group_34015",0,"","hypothetical protein"
"group_34017",0,"","hypothetical protein"
"group_34019",0,"","hypothetical protein"
"group_34021",0,"hsdS;hsdS_1","Type I restriction enzyme HindI specificity subunit"
"group_34023",0,"","hypothetical protein"
"group_34024",0,"","hypothetical protein"
"group_34025",0,"","hypothetical protein"
"group_34026",0,"afaE3","Afimbrial adhesin AFA-III"
"group_3403",0,"","hypothetical protein"
"group_34030",0,"","Heat-labile enterotoxin IIB B chain"
"group_34031",0,";hdhA_1","hypothetical protein;7alpha-hydroxysteroid dehydrogenase"
"group_34032",0,"","hypothetical protein"
"group_34034",0,"","hypothetical protein"
"group_34036",0,"","hypothetical protein"
"group_34037",0,"","hypothetical protein"
"group_34038",0,"","hypothetical protein"
"group_34039",0,"","hypothetical protein"
"group_3404",0,"","hypothetical protein"
"group_34040",0,"","hypothetical protein"
"group_34041",0,"","hypothetical protein"
"group_34043",0,"","hypothetical protein"
"group_34044",0,"","hypothetical protein"
"group_34046",0,"","hypothetical protein"
"group_34047",0,"","hypothetical protein"
"group_34049",0,"","hypothetical protein"
"group_3405",0,"","hypothetical protein"
"group_34051",0,"","hypothetical protein"
"group_34052",0,"","hypothetical protein"
"group_34053",0,"","hypothetical protein"
"group_34055",0,"","hypothetical protein"
"group_34056",0,"","hypothetical protein"
"group_34058",0,"","hypothetical protein"
"group_3406",0,"","hypothetical protein"
"group_34060",0,"","hypothetical protein"
"group_34063",0,"","hypothetical protein"
"group_34064",0,"","hypothetical protein"
"group_34065",0,"","hypothetical protein"
"group_34067",0,"","hypothetical protein"
"group_34068",0,"","hypothetical protein"
"group_34069",0,"","hypothetical protein"
"group_34070",0,"cfaD","HTH-type transcriptional activator CfaD"
"group_34071",0,"","hypothetical protein"
"group_34074",0,"","hypothetical protein"
"group_34076",0,"mobA_1;","Mobilization protein A;hypothetical protein"
"group_34077",0,"","hypothetical protein"
"group_34078",0,"","hypothetical protein"
"group_34079",0,"","hypothetical protein"
"group_34080",0,"","hypothetical protein"
"group_34081",0,"","hypothetical protein"
"group_34082",0,"","hypothetical protein"
"group_34083",0,"","hypothetical protein"
"group_34085",0,"","hypothetical protein"
"group_34088",0,"","2' cyclic ADP-D-ribose synthase AbTIR;hypothetical protein"
"group_34089",0,"","hypothetical protein"
"group_3409",0,"","hypothetical protein"
"group_34090",0,"","hypothetical protein"
"group_34091",0,"","hypothetical protein"
"group_34092",0,"","hypothetical protein"
"group_34093",0,"","hypothetical protein"
"group_34095",0,"","ISL3 family transposase ISStma11"
"group_34096",0,"","hypothetical protein"
"group_34097",0,"","hypothetical protein"
"group_34098",0,"","hypothetical protein"
"group_34099",0,"","hypothetical protein"
"group_341",0,"","hypothetical protein"
"group_34103",0,";nleA","hypothetical protein;type III secretion system effector NleA"
"group_34104",0,"","hypothetical protein"
"group_34105",0,"","hypothetical protein"
"group_34106",0,"","hypothetical protein"
"group_34109",0,"","hypothetical protein"
"group_3411",0,"","hypothetical protein"
"group_34110",0,"","IS66 family transposase ISEc49;hypothetical protein"
"group_34111",0,"","hypothetical protein"
"group_34112",0,"","hypothetical protein"
"group_34113",0,"","hypothetical protein"
"group_34114",0,"","hypothetical protein"
"group_34115",0,"","hypothetical protein"
"group_34117",0,"","hypothetical protein"
"group_34118",0,"","hypothetical protein"
"group_3412",0,"","hypothetical protein"
"group_34120",0,"","hypothetical protein"
"group_34121",0,"","hypothetical protein"
"group_34123",0,"","hypothetical protein"
"group_34124",0,"","hypothetical protein"
"group_34125",0,"","hypothetical protein"
"group_34126",0,";papB_2","hypothetical protein;Major pilu subunit operon regulatory protein PapB"
"group_34127",0,"","hypothetical protein"
"group_34128",0,"","hypothetical protein"
"group_34129",0,"","hypothetical protein"
"group_3413",0,"","hypothetical protein"
"group_34130",0,"","hypothetical protein"
"group_34131",0,"","hypothetical protein"
"group_34135",0,"","hypothetical protein"
"group_34136",0,"","hypothetical protein"
"group_34138",0,"","hypothetical protein"
"group_3414",0,"","hypothetical protein"
"group_34140",0,"","hypothetical protein"
"group_34141",0,"","hypothetical protein"
"group_34142",0,"","hypothetical protein"
"group_34143",0,"","hypothetical protein"
"group_34144",0,"","hypothetical protein"
"group_34145",0,"","hypothetical protein"
"group_34146",0,"","hypothetical protein"
"group_34148",0,"","hypothetical protein"
"group_34150",0,"","hypothetical protein"
"group_34151",0,"","hypothetical protein"
"group_34152",0,"","hypothetical protein"
"group_34153",0,"","hypothetical protein"
"group_34154",0,"","hypothetical protein"
"group_34156",0,"","hypothetical protein"
"group_34158",0,"","hypothetical protein"
"group_34159",0,"","hypothetical protein"
"group_34160",0,"","hypothetical protein"
"group_34161",0,"","hypothetical protein"
"group_34162",0,"","hypothetical protein"
"group_34163",0,"","hypothetical protein"
"group_34165",0,"","hypothetical protein"
"group_34166",0,"ssb_2;","Plasmid-derived single-stranded DNA-binding protein;hypothetical protein"
"group_34168",0,"","hypothetical protein"
"group_34169",0,"","hypothetical protein"
"group_3417",0,"","hypothetical protein"
"group_34172",0,"","hypothetical protein"
"group_34174",0,"","hypothetical protein"
"group_34175",0,"","hypothetical protein"
"group_34176",0,"","hypothetical protein"
"group_34177",0,"","hypothetical protein"
"group_34180",0,"","hypothetical protein"
"group_34185",0,"","hypothetical protein"
"group_34186",0,"","hypothetical protein"
"group_34190",0,"","hypothetical protein"
"group_34191",0,"","hypothetical protein"
"group_34192",0,"","hypothetical protein"
"group_34193",0,"","hypothetical protein"
"group_34194",0,";pinR","Tn3 family transposase ISYps3;Serine recombinase PinR"
"group_34196",0,"","hypothetical protein"
"group_34197",0,"","hypothetical protein"
"group_34198",0,"","hypothetical protein"
"group_34202",0,"","hypothetical protein"
"group_34203",0,"capW","DNA-binding transcriptional repressor CapW"
"group_34204",0,"","hypothetical protein;IS3 family transposase IS1222"
"group_34206",0,"","hypothetical protein"
"group_34207",0,"","hypothetical protein"
"group_34208",0,"","hypothetical protein"
"group_34212",0,"","hypothetical protein"
"group_34213",0,"","hypothetical protein"
"group_34215",0,"","hypothetical protein"
"group_34216",0,"","hypothetical protein"
"group_34217",0,"","hypothetical protein"
"group_34218",0,"","hypothetical protein"
"group_3422",0,"","hypothetical protein"
"group_34221",0,"","hypothetical protein"
"group_34222",0,"yfdX_2;yfdX_1","Protein YfdX"
"group_34223",0,"imm","Colicin-E9 immunity protein"
"group_34224",0,"","hypothetical protein"
"group_34225",0,"","hypothetical protein"
"group_34226",0,"","hypothetical protein"
"group_34227",0,"","hypothetical protein"
"group_34228",0,"","hypothetical protein"
"group_3423",0,"","hypothetical protein"
"group_34230",0,"","hypothetical protein"
"group_34231",0,"","hypothetical protein"
"group_34232",0,"","hypothetical protein"
"group_34233",0,"","hypothetical protein"
"group_34236",0,"","hypothetical protein"
"group_34240",0,"","hypothetical protein"
"group_34243",0,"","hypothetical protein"
"group_34244",0,"","hypothetical protein"
"group_34245",0,"","hypothetical protein"
"group_34246",0,"","hypothetical protein"
"group_34247",0,"","hypothetical protein"
"group_34248",0,"","hypothetical protein"
"group_3425",0,"","hypothetical protein"
"group_34250",0,"","hypothetical protein"
"group_34252",0,"","hypothetical protein"
"group_34254",0,"","hypothetical protein"
"group_34255",0,"","hypothetical protein"
"group_34256",0,"","hypothetical protein"
"group_34257",0,"","hypothetical protein"
"group_34258",0,"","hypothetical protein"
"group_34261",0,"hsdR;hsdR_1;","Type I restriction enzyme EcoAI endonuclease subunit;hypothetical protein"
"group_34262",0,"","hypothetical protein"
