"gene","importance","Non-unique Gene name","Annotation"
"group_800",4.98774688360037e-06,"","hypothetical protein"
"group_8013",4.98575498575482e-06,"","hypothetical protein"
"sctE",4.9796757985916e-06,";sctE","hypothetical protein;Type 3 secretion system translocon protein SctE"
"group_4357",4.97552651668243e-06,"","hypothetical protein"
"gntK_1~~~gntK_2~~~gntK_3",4.97324081709771e-06,";gntK_1;gntK_2;gntK_3","hypothetical protein;Thermoresistant gluconokinase"
"eutH_1~~~eutH~~~eutH_2",4.96053096545701e-06,"eutH_1;;eutH;eutH_2","putative ethanolamine permease EutH;hypothetical protein"
"group_7177",4.95991049686029e-06,"","hypothetical protein"
"pgaB_3~~~pgaB_1~~~pgaB",4.95814690730967e-06,"pgaB_3;pgaB_1;pgaB","Poly-beta-16-N-acetyl-D-glucosamine N-deacetylase"
"group_1228",4.95149000886741e-06,"","hypothetical protein"
"gltA",4.95026276276289e-06,";gltA","hypothetical protein;Citrate synthase"
"ygfK~~~ssnA_2~~~ssnA~~~ygfK_2~~~ygfK_4~~~ygfK_1~~~dadD~~~ygfK_3",4.94967613928043e-06,";ygfK;ssnA_2;ssnA;ygfK_2;ygfK_4;ygfK_1;dadD;ygfK_3","hypothetical protein;Putative oxidoreductase YgfK;Putative aminohydrolase SsnA;5'-deoxyadenosine deaminase"
"group_4501",4.94462444147992e-06,"","hypothetical protein"
"group_5046",4.94457042076069e-06,"","hypothetical protein"
"group_5081",4.94078928768404e-06,"","hypothetical protein"
"group_5648",4.92966788778304e-06,"","hypothetical protein"
"waaQ",4.92427831354525e-06,"waaQ","Lipopolysaccharide heptosyltransferase 3"
"pcoE_1~~~pcoE",4.92318630490374e-06,"pcoE_1;pcoE","putative copper-binding protein PcoE"
"group_9977",4.91786958698848e-06,"","hypothetical protein"
"group_9384",4.91307634164784e-06,"","hypothetical protein"
"ydaT~~~ydaT_2~~~ydaT_1",4.91158170738482e-06,"ydaT;ydaT_2;ydaT_1","Transcriptional regulator YdaT"
"group_5752",4.90370440416488e-06,";ltrA","hypothetical protein;Group II intron-encoded protein LtrA"
"intA_8~~~intS_1~~~intS_2~~~intS~~~intA_1~~~intA_3~~~intS_3~~~intS_4~~~intA_6~~~intA_5~~~intA_2~~~intA_4~~~intS_5",4.89732634409346e-06,";intA_8;intS_1;intS_2;intS;intA_1;intA_3;intS_3;intS_4;intA_6;intA_5;intA_2;intA_4;intS_5","hypothetical protein;Prophage integrase IntA;Prophage integrase IntS"
"group_30916",4.8893847549043e-06,"","hypothetical protein"
"group_4426",4.88203872723991e-06,"","hypothetical protein"
"group_5797",4.87919746785437e-06,"","ISAs1 family transposase ISEc1;ISAs1 family transposase ISEc5;hypothetical protein"
"yehD_2~~~yehD~~~yehD_1~~~yehD_3",4.87165074011608e-06,"yehD_2;yehD;;yehD_1;yehD_3","putative fimbrial-like protein YehD;hypothetical protein"
"group_5691",4.87132173492877e-06,"","hypothetical protein"
"group_5611",4.86998521849569e-06,"","hypothetical protein"
"ygcB_1~~~ygcB~~~ygcB_2~~~ygcB_3~~~ygcB_4",4.85801505858241e-06,"ygcB_1;ygcB;ygcB_2;ygcB_3;ygcB_4;","CRISPR-associated endonuclease/helicase Cas3;hypothetical protein"
"group_3558",4.85756215099764e-06,"","hypothetical protein"
"group_7894",4.85444318255701e-06,"apxIC;ltxC;","RTX-I toxin-activating lysine-acyltransferase ApxIC;Leukotoxin-activating lysine-acyltransferase LtxC;hypothetical protein"
"rrrD_1~~~rrrD_2~~~rrrD_7~~~rrrD_3~~~rrrD_4",4.85256307906612e-06,"rrrD_1;rrrD_2;rrrD_7;rrrD_3;rrrD_4;","Lysozyme RrrD;hypothetical protein"
"group_2840",4.84767227432337e-06,"","hypothetical protein"
"group_2140",4.84712900820305e-06,"","hypothetical protein"
"pcoA~~~copA_1~~~copA_3~~~copA_2~~~copA_4",4.84659159976553e-06,"pcoA;copA_1;copA_3;copA_2;copA_4;","multicopper oxidase PcoA;Copper resistance protein A;hypothetical protein"
"gspI_2~~~gspJ_1~~~gspJ_2~~~gspJ~~~gspI~~~gspI_3",4.84396780047502e-06,";gspI_2;gspJ_1;gspJ_2;gspJ;gspI;gspI_3","hypothetical protein;Putative type II secretion system protein I;Type II secretion system protein J"
"group_5846",4.84395820183736e-06,"","hypothetical protein"
"rrrD_1~~~rrrD_3~~~rrrD_4~~~rrrD~~~rrrD_2~~~rrrD_7~~~rrrD_5~~~rrrD_6",4.84161946659456e-06,"rrrD_1;rrrD_3;rrrD_4;rrrD;rrrD_2;rrrD_7;;rrrD_5;rrrD_6","Lysozyme RrrD;hypothetical protein"
"group_27449",4.83951022251872e-06,"","hypothetical protein"
"fhuA_2~~~fhuA",4.83780669200673e-06,"fhuA_2;fhuA","Ferrichrome outer membrane transporter/phage receptor"
"group_3103",4.8353077816492e-06,"yfcP;yfcP_1;yfcP_2;","putative fimbrial-like protein YfcP;hypothetical protein"
"codA",4.83091787439616e-06,"codA","Cytosine deaminase"
"group_10276",4.83091787439616e-06,"","hypothetical protein"
"group_30807",4.81884122933351e-06,"","hypothetical protein"
"group_6422",4.81859215545422e-06,"","hypothetical protein"
"finO~~~finO_1~~~finO_2",4.81748110957225e-06,"finO;finO_1;finO_2","Fertility inhibition protein"
"group_9833",4.81154369943138e-06,"","hypothetical protein"
"group_9434",4.80241151829408e-06,"","hypothetical protein"
"group_2296",4.79895773570482e-06,"","hypothetical protein;Solute-binding protein"
"group_5051",4.79298838034548e-06,"","hypothetical protein"
"mntB_3~~~mntB_4~~~mntB_1",4.78873239436606e-06,"mntB_3;mntB_4;mntB_1","Manganese transport system ATP-binding protein MntB"
"group_9180",4.78789888672737e-06,"","hypothetical protein"
"group_3137",4.77767650585315e-06,"","hypothetical protein"
"ydhP_2~~~sotB_1~~~sotB_2~~~ydhP_1~~~pbuE",4.77568773501735e-06,"ydhP_2;sotB_1;;sotB_2;ydhP_1;pbuE","Inner membrane transport protein YdhP;sugar efflux transporter;hypothetical protein;Purine efflux pump PbuE"
"sicA~~~sicA_1~~~sicA_2",4.76851851851867e-06,"sicA;;sicA_1;sicA_2","Chaperone protein SicA;hypothetical protein"
"group_9591",4.7631591559667e-06,"","hypothetical protein"
"group_34809",4.76079053985501e-06,"","hypothetical protein"
"group_6332",4.75585743447104e-06,"","hypothetical protein"
"group_9856",4.74706495699473e-06,"","hypothetical protein"
"ypjA_2~~~tibA~~~ypjA_1~~~ypjA~~~ypjA_3~~~ypjA_4~~~CRAC_2~~~CRAC~~~flu_1",4.74593530902157e-06,"ypjA_2;;tibA;ypjA_1;ypjA;ypjA_3;ypjA_4;CRAC_2;CRAC;flu_1","putative autotransporter YpjA;hypothetical protein;Autotransporter adhesin/invasin TibA;Autotransporter CRAC;Antigen 43"
"tfaE_1~~~tfaE_2~~~tfaE~~~tfaE_3~~~tfaE_5~~~tfaE_4",4.74075823159148e-06,";tfaE_1;tfaE_2;tfaE;tfaE_3;tfaE_5;tfaE_4","hypothetical protein;Prophage tail fiber assembly protein TfaE"
"group_6532",4.73640856672164e-06,"","Solute-binding protein"
"ganP",4.73615212310952e-06,"ganP","Galactooligosaccharides transport system permease protein GanP"
"group_4337",4.72964286879196e-06,"","hypothetical protein"
"group_307",4.71976563922327e-06,"","hypothetical protein"
"group_99",4.71794871794873e-06,"","hypothetical protein"
"group_4427",4.71254990493963e-06,";insK","IS3 family transposase IS3F;hypothetical protein;IS3 family transposase IS3;IS3 family transposase ISEc17;IS3 family transposase ISEc16;Putative transposase InsK for insertion sequence element IS150"
"group_4654",4.70756333053579e-06,"","ISAs1 family transposase ISEc1;hypothetical protein;ISAs1 family transposase ISEc5"
"group_869",4.70588235294112e-06,"","hypothetical protein"
"lpsL_2~~~lpsL~~~gmd~~~lpsL_1",4.70169439624368e-06,"lpsL_2;lpsL;;gmd;lpsL_1","UDP-glucuronate 4-epimerase;GDP-mannose 46-dehydratase;hypothetical protein"
"group_3287",4.69483568075102e-06,"","hypothetical protein"
"group_8999",4.6869544672703e-06,"","hypothetical protein"
"ssb_2~~~ssb_4~~~ssb_3",4.68080735371545e-06,"ssb_2;ssb_4;ssb_3;","Plasmid-derived single-stranded DNA-binding protein;Single-stranded DNA-binding protein"
"xylB_1~~~xylB_2",4.6783625730995e-06,"xylB_1;xylB_2","Xylulose kinase"
"group_360",4.67824648469817e-06,"","hypothetical protein"
"siaP_2~~~siaP",4.66256268229004e-06,"siaP_2;siaP","Sialic acid-binding periplasmic protein SiaP"
"group_4483",4.66224450259345e-06,"","hypothetical protein"
"group_29952",4.65747862969978e-06,"","hypothetical protein"
"group_7820",4.65386852821403e-06,"","hypothetical protein"
"group_5459",4.65254911503532e-06,"","hypothetical protein"
"group_4529",4.65191719827107e-06,"","hypothetical protein"
"rhsC_2~~~rhsC_1~~~rhsC~~~rhsC_3~~~rhsD_3~~~rhsC_4",4.64671361502345e-06,";rhsC_2;rhsC_1;rhsC;rhsC_3;rhsD_3;rhsC_4","hypothetical protein;Protein RhsC;Protein RhsD"
"group_17699",4.64671179265319e-06,"virB8","Type IV secretion system protein virB8"
"creD_1~~~creD_2~~~creD_3",4.64461646727665e-06,"creD_1;creD_2;creD_3","Inner membrane protein CreD"
"group_5613",4.64418321372473e-06,"","hypothetical protein"
"ygbN_1~~~ygbN~~~ygbN_2",4.6376811594202e-06,"ygbN_1;;ygbN;ygbN_2","Inner membrane permease YgbN;hypothetical protein"
"group_5476",4.62008601475916e-06,"","hypothetical protein"
"cspG_1~~~cspB~~~cspG_2",4.61551670824578e-06,";cspG_1;cspB;cspG_2","hypothetical protein;Cold shock-like protein CspG;Cold shock-like protein CspB"
"group_34059",4.61361014994233e-06,"","hypothetical protein"
"group_7261",4.61125509070715e-06,"","hypothetical protein"
"group_29760",4.609359797626e-06,"","hypothetical protein"
"group_6939",4.60922902251903e-06,"","hypothetical protein"
"group_9368",4.60530857921149e-06,"","hypothetical protein"
"rhsD_8~~~rhsC~~~rhsC_6~~~rhsD_3~~~rhsD_2~~~rhsD_1~~~rhsD_4~~~rhsD~~~rhsD_5~~~rhsD_6~~~rhsD_7",4.60340173530827e-06,";rhsD_8;rhsC;rhsC_6;rhsD_3;rhsD_2;rhsD_1;rhsD_4;rhsD;rhsD_5;rhsD_6;rhsD_7","hypothetical protein;Protein RhsD;Protein RhsC;ISAs1 family transposase ISEc1"
"group_8890",4.60027448962097e-06,"","hypothetical protein"
"group_7625",4.59946848545867e-06,"","hypothetical protein"
"bfd",4.59738654799158e-06,"bfd","Bacterioferritin-associated ferredoxin"
"group_8251",4.59697624931366e-06,"","hypothetical protein"
"group_2085",4.59476684658422e-06,"","hypothetical protein"
"group_8760",4.58516426030564e-06,"","hypothetical protein"
"speC_2~~~speC_1~~~speC_3~~~speF_2~~~speF~~~speF_1~~~speF_3",4.58286569397681e-06,"speC_2;;speC_1;speC_3;speF_2;speF;speF_1;speF_3","Constitutive ornithine decarboxylase;hypothetical protein;Inducible ornithine decarboxylase"
"group_1457",4.57030090806598e-06,"","hypothetical protein"
"intS~~~intS_2~~~intS_3~~~intS_4~~~intS_1~~~intS_5",4.57028659601777e-06,";intS;intS_2;intS_3;intS_4;intS_1;intS_5","hypothetical protein;Prophage integrase IntS"
"group_3803",4.56954739113646e-06,"","hypothetical protein"
"group_10621",4.55982593593363e-06,"","hypothetical protein"
"rusA_2~~~rusA_3~~~rusA_1~~~rusA_4~~~rusA_5~~~rusA_6~~~rusA_8",4.55899438912755e-06,"rusA_2;rusA_3;rusA_1;rusA_4;rusA_5;rusA_6;rusA_8","Crossover junction endodeoxyribonuclease RusA"
"hsdS_1",4.55840455840462e-06,";hsdS_1","hypothetical protein;Type I restriction enzyme HindI specificity subunit"
"group_5861",4.55311580087869e-06,"","hypothetical protein"
"group_6448",4.55304713829485e-06,"","hypothetical protein"
"group_34093",4.54954954954956e-06,"","hypothetical protein"
"group_2031",4.54912695350163e-06,"","hypothetical protein"
"group_5673",4.54291305563315e-06,"","hypothetical protein"
"group_1232",4.54191046328356e-06,"","hypothetical protein"
"lplA~~~lplA_1~~~lplA_2",4.54143143702046e-06,"lplA;lplA_1;lplA_2","Lipoate-protein ligase A"
"proQ_2~~~proQ_1~~~proQ_3~~~finO_2~~~proQ_4",4.53169050371938e-06,"proQ_2;proQ_1;proQ_3;finO_2;proQ_4","RNA chaperone ProQ;Fertility inhibition protein"
"group_1781",4.5254914798134e-06,"","hypothetical protein"
"group_31438",4.520419818697e-06,"","hypothetical protein"
"group_6299",4.52028225535228e-06,"","hypothetical protein"
"group_9308",4.51977401129944e-06,"","hypothetical protein"
"group_3919",4.51776190906639e-06,"","hypothetical protein"
"group_7626",4.51511927015424e-06,"","hypothetical protein"
"group_10700",4.51283919140422e-06,"","hypothetical protein"
"group_2625",4.51235770690195e-06,"","hypothetical protein"
"hin~~~hin_4~~~hin_1~~~hin_2~~~hin_3",4.49713823291398e-06,"hin;hin_4;hin_1;hin_2;;hin_3","DNA-invertase hin;hypothetical protein"
"group_3405",4.49275473424238e-06,"","hypothetical protein"
"ydfO_1~~~ydfO_3~~~ydfO",4.48998048525029e-06,"ydfO_1;ydfO_3;ydfO","putative protein YdfO"
"yceD_3~~~yceD_1~~~yceD_5",4.4838659786135e-06,"yceD_3;yceD_1;yceD_5","General stress protein 16U"
"group_5152",4.47532264223782e-06,"","hypothetical protein"
"group_5222",4.46706932571428e-06,"","hypothetical protein"
"group_6011",4.46562453267552e-06,"","hypothetical protein"
"group_7559",4.46367340551035e-06,"","hypothetical protein"
"group_5043",4.44951112981884e-06,"","hypothetical protein"
"group_541",4.44330163482132e-06,"","hypothetical protein"
"purB~~~purB_2~~~purB_1",4.44068102429274e-06,"purB;;purB_2;purB_1","Adenylosuccinate lyase;hypothetical protein"
"paaJ_1~~~paaJ_2~~~paaJ~~~fadA_1",4.43704936217437e-06,"paaJ_1;paaJ_2;paaJ;fadA_1","3-oxoadipyl-CoA/3-oxo-56-dehydrosuberyl-CoA thiolase;3-ketoacyl-CoA thiolase"
"group_4776",4.43473406693662e-06,"","hypothetical protein"
"group_1908",4.43266561015876e-06,"","hypothetical protein"
"group_862",4.43011429170603e-06,"","hypothetical protein"
"group_8719",4.42697005458426e-06,"","hypothetical protein"
"fliG_2~~~fliG~~~fliG_1",4.4232115938585e-06,";fliG_2;fliG;fliG_1","hypothetical protein;Flagellar motor switch protein FliG"
"group_9228",4.42211055276376e-06,"","hypothetical protein"
"cheR~~~cheR_1~~~cheR_2",4.41717599534042e-06,"cheR;cheR_1;cheR_2;","Chemotaxis protein methyltransferase;hypothetical protein"
"group_34572",4.41494297022404e-06,"","hypothetical protein"
"group_5743",4.41486538399483e-06,"","hypothetical protein"
"group_3951",4.41294230461575e-06,"","hypothetical protein"
"group_33213",4.41025433766251e-06,"","hypothetical protein"
"rusA_2~~~rusA_1~~~rusA_7~~~rusA_5~~~rusA_3~~~rusA",4.4091710758376e-06,"rusA_2;rusA_1;rusA_7;rusA_5;rusA_3;rusA","Crossover junction endodeoxyribonuclease RusA"
"rhsC_2~~~rhsC_5~~~rhsC_3~~~rhsC~~~rhsC_10~~~rhsC_1~~~rhsC_9",4.40375161824025e-06,"rhsC_2;;rhsC_5;rhsC_3;rhsC;rhsC_10;rhsC_1;rhsC_9","Protein RhsC;hypothetical protein"
"stpA_1~~~stpA_2~~~hns_2~~~hns_1",4.40298192054356e-06,";stpA_1;stpA_2;hns_2;hns_1","hypothetical protein;DNA-binding protein StpA;DNA-binding protein H-NS;DNA-binding protein H-NS plasmid"
"sorC_1~~~sorC",4.40094658242907e-06,";sorC_1;sorC","hypothetical protein;Sorbitol operon regulator"
"glmE_2~~~glmE_1~~~glmE",4.39345808393443e-06,"glmE_2;glmE_1;glmE;","Glutamate mutase epsilon subunit;hypothetical protein"
"group_6315",4.38619804332663e-06,"","hypothetical protein"
"dpnM~~~dam_2",4.38335384405009e-06,"dpnM;dam_2;","Type II methyltransferase M1.DpnII;DNA adenine methylase;hypothetical protein"
"group_5977",4.37877956559607e-06,"","hypothetical protein"
"tssK1~~~tssK1_2~~~tssK1_1",4.3760683760683e-06,"tssK1;;tssK1_2;tssK1_1","Type VI secretion system baseplate component TssK1;hypothetical protein"
"group_8774",4.37368256625992e-06,"","hypothetical protein"
"group_8821",4.37219218761897e-06,"","hypothetical protein"
"shiA_3~~~nanT_1~~~shiA_1~~~shiA_2",4.37210682570655e-06,"shiA_3;;nanT_1;shiA_1;shiA_2","Shikimate transporter;hypothetical protein;Sialic acid transporter NanT"
"group_8667",4.36973780412586e-06,"","hypothetical protein"
"ltrA_1~~~ltrA",4.3690071898661e-06,"ltrA_1;;ltrA","Group II intron-encoded protein LtrA;hypothetical protein"
"mtlK_2~~~mtlK~~~uxaB_1~~~mtlK_1~~~por_4",4.36300174520055e-06,"mtlK_2;mtlK;uxaB_1;;mtlK_1;por_4","Mannitol 2-dehydrogenase;Altronate oxidoreductase;hypothetical protein;Polyol:NADP oxidoreductase"
"klcA~~~klcA_2~~~klcA_1",4.35793334978762e-06,"klcA;klcA_2;klcA_1","Antirestriction protein KlcA"
"group_605",4.35540069686424e-06,"","hypothetical protein"
"group_4905",4.35017720256892e-06,"","hypothetical protein"
"group_2917",4.34904601571273e-06,"","hypothetical protein"
"group_2760",4.34718456076344e-06,"","hypothetical protein"
"group_1702",4.34233090064651e-06,"","hypothetical protein"
"ypjA_2~~~ypjA_3~~~ypjA_1~~~ypjA_5~~~ypjA_4",4.33768372065724e-06,";ypjA_2;ypjA_3;ypjA_1;ypjA_5;ypjA_4","hypothetical protein;putative autotransporter YpjA"
"group_8135",4.33666732686344e-06,"","hypothetical protein"
"group_2034",4.33635516298003e-06,"","hypothetical protein"
"group_4792",4.32829098020249e-06,"","hypothetical protein"
"group_4992",4.32208753783803e-06,"","hypothetical protein"
"group_3654",4.31857678373104e-06,"","hypothetical protein"
"mshA_1",4.3178410794602e-06,"mshA_1;","D-inositol-3-phosphate glycosyltransferase;hypothetical protein"
"yjiA",4.314381270903e-06,"yjiA","Zinc chaperone YjiA"
"sucA_2~~~sucA_3~~~sucA_1",4.3103448275863e-06,"sucA_2;sucA_3;sucA_1;","2-oxoglutarate dehydrogenase E1 component;hypothetical protein"
"tfaE_3~~~tfaE_2~~~tfaE_4~~~tfaE_1~~~tfaE_6~~~tfaE",4.30976692824303e-06,"tfaE_3;tfaE_2;tfaE_4;tfaE_1;tfaE_6;;tfaE","Prophage tail fiber assembly protein TfaE;hypothetical protein"
"cdiB_2~~~cdiB~~~shlB~~~cdiB_1",4.30796238555775e-06,";cdiB_2;cdiB;shlB;cdiB_1","hypothetical protein;Outer membrane transporter CdiB;Hemolysin transporter protein ShlB"
"group_2901",4.30744826591689e-06,"","hypothetical protein"
"group_2295",4.30669024315633e-06,"","hypothetical protein"
"group_9832",4.30660363972213e-06,"","hypothetical protein"
"group_36011",4.30604982206417e-06,"","hypothetical protein"
"group_34200",4.30475456881929e-06,"","hypothetical protein"
"group_33869",4.30413848344946e-06,"","hypothetical protein"
"group_2539",4.30306889713639e-06,"","hypothetical protein"
"ybdM_2~~~ybdM_3~~~ybdM_1",4.30292598967297e-06,"ybdM_2;ybdM_3;ybdM_1;","putative protein YbdM;hypothetical protein"
"def_2~~~def_1~~~def",4.302732356807e-06,"def_2;def_1;def","Peptide deformylase"
"group_9973",4.29941957307678e-06,"","hypothetical protein"
"group_10004",4.29585550614453e-06,"","hypothetical protein"
"ygbT_2~~~ygbT_1~~~ygbT",4.29297551317509e-06,"ygbT_2;ygbT_1;ygbT","CRISPR-associated endonuclease Cas1"
"group_32998",4.29140376784343e-06,"","hypothetical protein"
"group_7428",4.28708001259359e-06,"","hypothetical protein"
"vapC~~~vapC_1~~~vapC_2",4.2808219178081e-06,"vapC;vapC_1;vapC_2","tRNA(fMet)-specific endonuclease VapC"
"group_7749",4.27599229319386e-06,";insK_2;insK","hypothetical protein;IS3 family transposase IS911;IS3 family transposase ISEc52;IS3 family transposase ISLad1;Putative transposase InsK for insertion sequence element IS150"
"lexA_2~~~lexA_1~~~lexA_3",4.2700061318337e-06,"lexA_2;lexA_1;lexA_3;","LexA repressor;hypothetical protein"
"cheB_3~~~cheB_2~~~cheB~~~cheB_1",4.26941609977294e-06,"cheB_3;cheB_2;cheB;cheB_1;","Protein-glutamate methylesterase/protein-glutamine glutaminase;hypothetical protein"
"group_3236",4.26870111927102e-06,"","hypothetical protein"
"group_4683",4.26691304488203e-06,"","hypothetical protein"
"group_531",4.26621160409568e-06,"","hypothetical protein"
"group_8951",4.26217849946675e-06,"","hypothetical protein"
"group_4904",4.25612075216586e-06,"","hypothetical protein"
"group_9558",4.25578645142077e-06,"","hypothetical protein"
"group_4569",4.25454302617578e-06,"","IS3 family transposase ISEc16;IS3 family transposase ISEal1;IS3 family transposase ISPeat2;hypothetical protein;IS3 family transposase IS3;IS3 family transposase IS3F;IS3 family transposase ISEc17"
"group_6390",4.25318473019498e-06,"","hypothetical protein"
"group_827",4.25076521257584e-06,"","hypothetical protein"
"group_7780",4.25025697885251e-06,"","hypothetical protein"
"group_9733",4.23588923278762e-06,"","hypothetical protein"
"group_5064",4.23257266974963e-06,"","hypothetical protein"
"rpnA~~~rpnA_1",4.2251520464347e-06,";rpnA;rpnA_1","ISNCY family transposase ISRor2;ISNCY family transposase ISSen7;hypothetical protein;Recombination-promoting nuclease RpnA"
"group_104",4.22297297297303e-06,"","hypothetical protein"
"purR_2~~~rbsR_2",4.22034562451534e-06,"purR_2;rbsR_2","HTH-type transcriptional repressor PurR;Ribose operon repressor"
"group_4183",4.2133501199948e-06,"","hypothetical protein"
"group_3550",4.21302403773183e-06,"","hypothetical protein"
"group_6634",4.21251540471168e-06,"","hypothetical protein"
"group_32716",4.21168467386956e-06,"","hypothetical protein"
"group_6418",4.20855740004678e-06,"","IS3 family transposase ISKpn37;hypothetical protein"
"group_8939",4.20718161179834e-06,"","hypothetical protein"
"group_5061",4.20437110189575e-06,"","hypothetical protein"
"group_10339",4.20168067226889e-06,"","hypothetical protein"
"group_12466",4.20168067226889e-06,"","hypothetical protein"
"group_3480",4.19884546973526e-06,"","hypothetical protein"
"group_7008",4.1984869405769e-06,"","hypothetical protein"
"group_2612",4.19756362507062e-06,"","hypothetical protein"
"group_3319",4.1946308724834e-06,";parB;parB_2","hypothetical protein;Protein ParB"
"mggB_2~~~mggB_1~~~yfkN_1",4.19246390104377e-06,";mggB_2;mggB_1;yfkN_1","NAD 5'-nucleotidase;hypothetical protein;Mannosylglucosyl-3-phosphoglycerate phosphatase;Trifunctional nucleotide phosphoesterase protein YfkN"
"lgoT_2~~~lgoT_3~~~nanT_2~~~lgoT~~~lgoT_1",4.18959558844656e-06,"lgoT_2;lgoT_3;nanT_2;;lgoT;lgoT_1","putative L-galactonate transporter;Sialic acid transporter NanT;hypothetical protein"
"group_1758",4.18849837120794e-06,"","hypothetical protein"
"traA_1~~~traA~~~traA_2",4.17687934048705e-06,"traA_1;traA;traA_2","Pilin"
"group_4936",4.17040298636162e-06,"","hypothetical protein"
"group_5047",4.16386449555839e-06,"","hypothetical protein;IS66 family transposase ISEc43"
"group_10397",4.1572184429326e-06,"","hypothetical protein"
"group_82",4.15651645108928e-06,"","hypothetical protein"
"group_9841",4.15452558732454e-06,"","hypothetical protein"
"intS_4~~~intA_7~~~intA_6~~~intA_4~~~intA_3~~~intS_3~~~intA_5~~~intS_1~~~intA_2~~~intS_2",4.15098170426598e-06,"intS_4;intA_7;intA_6;intA_4;intA_3;intS_3;;intA_5;intS_1;intA_2;intS_2","Prophage integrase IntS;Prophage integrase IntA;hypothetical protein"
"group_5815",4.14145906843522e-06,"","hypothetical protein"
"sigL~~~sigL_1",4.13701400923627e-06,";sigL;sigL_1","hypothetical protein;ECF RNA polymerase sigma factor SigL"
"ttuB~~~ttuB_2~~~ttuB_1",4.13698955365627e-06,"ttuB;ttuB_2;;ttuB_1","Putative tartrate transporter;hypothetical protein"
"fldP",4.13525963149075e-06,";fldP","hypothetical protein;Flavodoxin FldP"
"dhaD_2~~~dhaD~~~dhaD_1",4.13302575932351e-06,"dhaD_2;dhaD;dhaD_1","Glycerol dehydrogenase"
"ftsK~~~ftsK_2~~~ftsK_1~~~ftsK_4~~~ftsK_5~~~ftsK_6~~~ftsK_7~~~ftsK_3",4.12893150595472e-06,"ftsK;;ftsK_2;ftsK_1;ftsK_4;ftsK_5;ftsK_6;ftsK_7;ftsK_3","DNA translocase FtsK;hypothetical protein"
"group_6067",4.11691034932615e-06,"","hypothetical protein"
"group_8979",4.10939805206079e-06,"","hypothetical protein"
"group_2743",4.1030733028149e-06,"","hypothetical protein"
"group_281",4.09779371888086e-06,"","hypothetical protein"
"group_10706",4.09414064728497e-06,"","hypothetical protein"
"group_705",4.08568043933122e-06,"","hypothetical protein"
"group_29508",4.07899909072529e-06,"ret","Retron Se72 reverse transcriptase"
"ndhS~~~nicA",4.07377220835525e-06,"ndhS;;nicA","Nicotinate dehydrogenase small FeS subunit;Nicotine 6-hydroxylase small subunit;hypothetical protein;Nicotinate dehydrogenase subunit A"
"group_9844",4.07280132366061e-06,"","hypothetical protein"
"papH~~~papH_1",4.07263798016255e-06,"papH;papH_1","PAP fimbrial minor pilin protein"
"group_29",4.06291552183302e-06,"","hypothetical protein"
"group_296",4.05649955009046e-06,"","hypothetical protein"
"group_5097",4.04530744336573e-06,"","IS4 family transposase IS4;hypothetical protein"
"group_7198",4.03289635014459e-06,"","hypothetical protein"
"group_49",4.03063826038341e-06,"","hypothetical protein"
"group_2655",4.02746921015629e-06,"","hypothetical protein"
"group_1008",4.01855994697153e-06,"","hypothetical protein"
"repB_1",4.01723552946987e-06,"repB_1","RepFIB replication protein A"
"group_5497",4.01287966166852e-06,"","hypothetical protein"
"group_30246",4.00535169710103e-06,"","hypothetical protein"
"zraS_2~~~zraS~~~zraS_1",4.00023728736776e-06,"zraS_2;;zraS;zraS_1","Sensor histidine kinase ZraS;hypothetical protein"
"group_8716",3.99098229974437e-06,"","hypothetical protein"
"group_12603",3.99036326859514e-06,"","hypothetical protein"
"group_620",3.98578538430194e-06,"","hypothetical protein"
"group_7782",3.98542526835444e-06,"","hypothetical protein"
"group_7821",3.98471737535511e-06,"","hypothetical protein"
"group_2858",3.98407980085502e-06,"","hypothetical protein"
"group_5934",3.98403603788156e-06,"","hypothetical protein"
"group_34097",3.98230088495577e-06,"","hypothetical protein"
"group_10139",3.97427394422345e-06,"","hypothetical protein"
"group_3323",3.97265113429524e-06,"","hypothetical protein"
"group_530",3.97000722341145e-06,"","hypothetical protein"
"lsrC~~~lsrD_2~~~lsrD~~~lsrD_1~~~lsrD_3",3.96778240730278e-06,"lsrC;lsrD_2;lsrD;;lsrD_1;lsrD_3","Autoinducer 2 import system permease protein LsrC;Autoinducer 2 import system permease protein LsrD;hypothetical protein"
"mexA~~~mexA_2~~~acrA_2~~~mexA_1~~~acrE_2",3.95349251286437e-06,";mexA;mexA_2;acrA_2;mexA_1;acrE_2","hypothetical protein;Multidrug resistance protein MexA;Multidrug efflux pump subunit AcrA;Multidrug export protein AcrE"
"group_34744",3.95107308576215e-06,"","hypothetical protein"
"group_7499",3.94554292414173e-06,"","hypothetical protein"
"group_32795",3.94108839566898e-06,"ybcO_2;ybcO;ybcO_1;ybcO_3","Putative nuclease YbcO"
"group_8320",3.93398287630076e-06,"","hypothetical protein"
"group_6306",3.93274496892215e-06,"","hypothetical protein"
"group_648",3.9315845675425e-06,"","hypothetical protein"
"lexA_5~~~lexA_2~~~lexA_3~~~lexA_1",3.92915622689394e-06,"lexA_5;lexA_2;lexA_3;;lexA_1","LexA repressor;putative HTH-type transcriptional regulator"
"group_1790",3.92481640699005e-06,"","hypothetical protein"
