"gene","importance","Non-unique Gene name","Annotation"
"group_6933",0,"","hypothetical protein"
"group_6938",0,"","hypothetical protein"
"group_6941",0,"","hypothetical protein"
"group_6943",0,"","hypothetical protein"
"group_695",0,"","hypothetical protein"
"group_6955",0,"","hypothetical protein"
"group_6961",0,"","hypothetical protein;putative FKBP-type peptidyl-prolyl cis-trans isomerase"
"group_6964",0,"","hypothetical protein"
"group_6965",0,"","hypothetical protein"
"group_6968",0,"","hypothetical protein"
"group_6969",0,"","hypothetical protein"
"group_6986",0,"","IS3 family transposase ISKpn38;hypothetical protein;IS3 family transposase ISBmu11"
"group_6991",0,"","hypothetical protein"
"group_6996",0,"","hypothetical protein"
"group_6997",0,"","hypothetical protein"
"group_7",0,"","hypothetical protein"
"group_7000",0,"","hypothetical protein"
"group_7003",0,"","hypothetical protein"
"group_7009",0,"","hypothetical protein"
"group_7020",0,"","hypothetical protein"
"group_7021",0,"","hypothetical protein"
"group_7024",0,"","hypothetical protein"
"group_7026",0,"repE;;repE_2","Replication initiation protein;hypothetical protein"
"group_7027",0,"","hypothetical protein"
"group_703",0,"","hypothetical protein"
"group_7031",0,"","hypothetical protein"
"group_7050",0,"","hypothetical protein"
"group_7051",0,"","hypothetical protein"
"group_7054",0,"","hypothetical protein"
"group_7057",0,"","hypothetical protein"
"group_7058",0,"cea","Colicin-E1"
"group_706",0,"","hypothetical protein"
"group_7063",0,"","hypothetical protein"
"group_7066",0,"","hypothetical protein"
"group_7068",0,"","hypothetical protein"
"group_707",0,"","hypothetical protein"
"group_7070",0,"","hypothetical protein"
"group_708",0,"","hypothetical protein"
"group_7080",0,"","hypothetical protein"
"group_7105",0,";rrrD_1","hypothetical protein;Lysozyme RrrD"
"group_7106",0,"","hypothetical protein"
"group_7109",0,"","hypothetical protein"
"group_711",0,"","hypothetical protein"
"group_7111",0,"","ISL3 family transposase ISEc38;hypothetical protein"
"group_7112",0,"","hypothetical protein"
"group_7113",0,"bin3;bin3_1","Putative transposon Tn552 DNA-invertase bin3"
"group_7125",0,"","hypothetical protein"
"group_7131",0,"","IS110 family transposase ISKpn2;IS110 family transposase ISSaen1;hypothetical protein"
"group_7136",0,"","hypothetical protein"
"group_7139",0,"","hypothetical protein"
"group_7147",0,"","hypothetical protein"
"group_7149",0,"","hypothetical protein"
"group_7150",0,"","hypothetical protein"
"group_7151",0,"","hypothetical protein"
"group_7158",0,"","hypothetical protein"
"group_716",0,"","hypothetical protein"
"group_7164",0,"","hypothetical protein"
"group_7165",0,"","hypothetical protein"
"group_7173",0,"","hypothetical protein"
"group_7181",0,"","hypothetical protein"
"group_7189",0,"","hypothetical protein"
"group_7191",0,"","hypothetical protein"
"group_7193",0,"","IS91 family transposase ISEc37;hypothetical protein;IS91 family transposase IS91"
"group_720",0,"","hypothetical protein"
"group_7202",0,"","hypothetical protein"
"group_7204",0,"","hypothetical protein"
"group_7208",0,"","hypothetical protein"
"group_721",0,"","hypothetical protein"
"group_7210",0,"","hypothetical protein"
"group_7216",0,"","hypothetical protein"
"group_7219",0,"","hypothetical protein"
"group_7223",0,"","hypothetical protein"
"group_7234",0,"","hypothetical protein"
"group_7235",0,"","hypothetical protein"
"group_7238",0,"","hypothetical protein"
"group_724",0,"","hypothetical protein"
"group_7242",0,"","hypothetical protein"
"group_7250",0,"","hypothetical protein"
"group_7254",0,"","hypothetical protein"
"group_7256",0,"","hypothetical protein"
"group_7283",0,"","hypothetical protein"
"group_73",0,"","hypothetical protein"
"group_7303",0,"","hypothetical protein"
"group_7304",0,"","hypothetical protein"
"group_731",0,"","hypothetical protein"
"group_7310",0,"","hypothetical protein"
"group_732",0,"","hypothetical protein"
"group_7320",0,"","hypothetical protein"
"group_7324",0,"","hypothetical protein"
"group_7327",0,"","hypothetical protein"
"group_7332",0,"","hypothetical protein"
"group_7334",0,"","hypothetical protein"
"group_7335",0,"","hypothetical protein"
"group_7338",0,"","hypothetical protein"
"group_734",0,"","hypothetical protein"
"group_7340",0,"","hypothetical protein"
"group_7341",0,"","hypothetical protein"
"group_7348",0,"","hypothetical protein"
"group_7357",0,"","hypothetical protein"
"group_7362",0,"","hypothetical protein"
"group_7371",0,"","hypothetical protein"
"group_7372",0,"","hypothetical protein"
"group_7376",0,"","hypothetical protein"
"group_7377",0,"","hypothetical protein"
"group_738",0,"","hypothetical protein"
"group_7382",0,"","hypothetical protein"
"group_7385",0,"","hypothetical protein"
"group_7386",0,"","hypothetical protein"
"group_7388",0,"","hypothetical protein"
"group_7398",0,"","hypothetical protein"
"group_7408",0,"","hypothetical protein"
"group_7409",0,"","hypothetical protein"
"group_7412",0,"","hypothetical protein"
"group_7416",0,"","hypothetical protein"
"group_742",0,"","hypothetical protein"
"group_7435",0,"","hypothetical protein"
"group_7437",0,"","hypothetical protein"
"group_7440",0,"","hypothetical protein"
"group_7441",0,"","hypothetical protein"
"group_7443",0,"","hypothetical protein"
"group_7449",0,"","hypothetical protein"
"group_7452",0,"","hypothetical protein"
"group_7458",0,"","hypothetical protein"
"group_7464",0,"","hypothetical protein"
"group_7465",0,"gmm_2;gmm_1;gmm","GDP-mannose mannosyl hydrolase"
"group_747",0,"","hypothetical protein"
"group_7471",0,"","hypothetical protein"
"group_7472",0,"","hypothetical protein"
"group_7474",0,"","hypothetical protein"
"group_7477",0,"","hypothetical protein"
"group_7479",0,"","hypothetical protein"
"group_748",0,"","hypothetical protein"
"group_7483",0,"","hypothetical protein"
"group_7485",0,"","hypothetical protein"
"group_7506",0,"","hypothetical protein"
"group_7508",0,"","hypothetical protein"
"group_7510",0,"","hypothetical protein"
"group_7512",0,"","hypothetical protein"
"group_752",0,"","hypothetical protein"
"group_7524",0,"sgrR_1;sgrR_2;;sgrR_3","HTH-type transcriptional regulator SgrR;hypothetical protein"
"group_7532",0,"","hypothetical protein"
"group_7533",0,"","hypothetical protein"
"group_7537",0,"","hypothetical protein"
"group_7548",0,"","hypothetical protein"
"group_755",0,"","hypothetical protein"
"group_7551",0,"","hypothetical protein"
"group_7556",0,"","putative protein"
"group_7564",0,"","hypothetical protein"
"group_7566",0,"","hypothetical protein"
"group_7567",0,"","hypothetical protein"
"group_7568",0,"","hypothetical protein"
"group_7571",0,"","hypothetical protein"
"group_7572",0,"","hypothetical protein"
"group_7585",0,"","hypothetical protein"
"group_7586",0,"","hypothetical protein"
"group_7587",0,"","hypothetical protein"
"group_7588",0,"","hypothetical protein"
"group_759",0,"","hypothetical protein"
"group_7590",0,"","hypothetical protein"
"group_7592",0,"","hypothetical protein"
"group_7595",0,"","hypothetical protein"
"group_7605",0,"","hypothetical protein"
"group_7606",0,"","hypothetical protein"
"group_7607",0,"","hypothetical protein"
"group_7609",0,"","hypothetical protein"
"group_761",0,"","hypothetical protein"
"group_7613",0,"","hypothetical protein"
"group_7615",0,"","hypothetical protein"
"group_7617",0,"","hypothetical protein"
"group_7618",0,"","hypothetical protein"
"group_7619",0,"","hypothetical protein"
"group_7628",0,"","hypothetical protein"
"group_7632",0,"","hypothetical protein"
"group_764",0,"","hypothetical protein"
"group_7641",0,"","hypothetical protein"
"group_7644",0,"","hypothetical protein"
"group_7649",0,"","hypothetical protein"
"group_765",0,"","hypothetical protein"
"group_7654",0,"","hypothetical protein"
"group_7658",0,"","hypothetical protein"
"group_766",0,"","hypothetical protein"
"group_7663",0,"","hypothetical protein"
"group_7664",0,"","hypothetical protein"
"group_7666",0,"","hypothetical protein"
"group_7668",0,"","hypothetical protein"
"group_7672",0,"","hypothetical protein"
"group_7679",0,"","hypothetical protein"
"group_7687",0,"","hypothetical protein"
"group_7691",0,"","hypothetical protein"
"group_7693",0,"","hypothetical protein"
"group_7694",0,";fatA","hypothetical protein;Ferric-anguibactin receptor FatA"
"group_7696",0,"","hypothetical protein;IS200/IS605 family transposase IS609"
"group_7699",0,"","hypothetical protein"
"group_77",0,"","hypothetical protein"
"group_7702",0,"gmm_2;gmm_1","GDP-mannose mannosyl hydrolase"
"group_7713",0,"","hypothetical protein"
"group_7718",0,"","hypothetical protein"
"group_772",0,"","hypothetical protein"
"group_7730",0,"","hypothetical protein"
"group_7734",0,"","hypothetical protein"
"group_7735",0,"","hypothetical protein"
"group_7739",0,"","hypothetical protein"
"group_7747",0,"","hypothetical protein"
"group_7751",0,"","hypothetical protein"
"group_7758",0,"","hypothetical protein;Tagatose kinase"
"group_7765",0,"","hypothetical protein"
"group_7766",0,"","hypothetical protein"
"group_7768",0,"","hypothetical protein"
"group_7775",0,"","hypothetical protein"
"group_7779",0,"","hypothetical protein"
"group_7784",0,"","hypothetical protein"
"group_7786",0,"","hypothetical protein"
"group_7787",0,"","hypothetical protein"
"group_7791",0,"","hypothetical protein"
"group_7799",0,"","hypothetical protein"
"group_78",0,"","hypothetical protein"
"group_7801",0,"","hypothetical protein"
"group_7806",0,"","hypothetical protein"
"group_7807",0,"","hypothetical protein"
"group_7809",0,"","(R)-mandelonitrile lyase;hypothetical protein"
"group_781",0,"","hypothetical protein"
"group_7811",0,"","hypothetical protein"
"group_7830",0,"","hypothetical protein"
"group_7837",0,"","hypothetical protein"
"group_7838",0,"","hypothetical protein"
"group_7844",0,"","hypothetical protein"
"group_7856",0,"","hypothetical protein"
"group_7857",0,"","hypothetical protein"
"group_7859",0,"","hypothetical protein"
"group_7861",0,"","hypothetical protein"
"group_7869",0,"","hypothetical protein"
"group_7870",0,"","hypothetical protein"
"group_7877",0,"","hypothetical protein"
"group_7891",0,"","hypothetical protein"
"group_7907",0,"","hypothetical protein"
"group_7909",0,"","hypothetical protein"
"group_7910",0,"","hypothetical protein"
"group_7911",0,"","hypothetical protein"
"group_7912",0,"","hypothetical protein"
"group_7918",0,"","hypothetical protein"
"group_7919",0,"","hypothetical protein"
"group_7927",0,"","hypothetical protein"
"group_7930",0,"","hypothetical protein"
"group_7933",0,"","hypothetical protein"
"group_7939",0,"","hypothetical protein"
"group_7941",0,"","hypothetical protein"
"group_7942",0,"hokC_1;hokC;","Toxic protein HokC;hypothetical protein"
"group_7943",0,"","hypothetical protein"
"group_7945",0,"","hypothetical protein"
"group_7950",0,"","hypothetical protein"
"group_7951",0,"","hypothetical protein"
"group_7964",0,"","hypothetical protein"
"group_7979",0,"","hypothetical protein"
"group_7980",0,"","hypothetical protein"
"group_7987",0,"","hypothetical protein"
"group_7995",0,"","hypothetical protein"
"group_8",0,"","hypothetical protein"
"group_8003",0,"","hypothetical protein"
"group_801",0,"","hypothetical protein"
"group_8019",0,"","hypothetical protein"
"group_8032",0,"","hypothetical protein"
"group_8033",0,"","hypothetical protein"
"group_8044",0,"","hypothetical protein"
"group_8046",0,"","hypothetical protein"
"group_8048",0,"","hypothetical protein"
"group_8052",0,"","hypothetical protein"
"group_8056",0,"","hypothetical protein"
"group_8060",0,"","hypothetical protein"
"group_8075",0,"","hypothetical protein"
"group_8085",0,"","hypothetical protein"
"group_8090",0,"","hypothetical protein"
"group_8092",0,"","hypothetical protein"
"group_8094",0,"","hypothetical protein"
"group_8101",0,"","hypothetical protein"
"group_8104",0,"","hypothetical protein"
"group_8110",0,"","hypothetical protein"
"group_8114",0,"higA_3","Antitoxin HigA"
"group_8120",0,"","hypothetical protein"
"group_8128",0,"","hypothetical protein"
"group_8132",0,"","hypothetical protein"
"group_8133",0,"","hypothetical protein"
"group_8134",0,"rfbX","Putative O-antigen transporter"
"group_8138",0,"","hypothetical protein"
"group_8141",0,"","hypothetical protein"
"group_8142",0,"","hypothetical protein"
"group_8145",0,"","hypothetical protein"
"group_8146",0,"","hypothetical protein"
"group_8147",0,"","hypothetical protein"
"group_8152",0,"","hypothetical protein"
"group_8159",0,"","hypothetical protein"
"group_816",0,"","hypothetical protein"
"group_8162",0,"","hypothetical protein"
"group_8166",0,"yfiR","Negative regulator YfiR"
"group_8168",0,"","hypothetical protein"
"group_8171",0,"","hypothetical protein"
"group_819",0,"","hypothetical protein"
"group_8198",0,"","hypothetical protein"
"group_8200",0,"","hypothetical protein"
"group_8204",0,"","hypothetical protein"
"group_8205",0,"","hypothetical protein"
"group_821",0,"","hypothetical protein"
"group_8219",0,"atoE;;atoE_2;atoE_1","Putative short-chain fatty acid transporter;hypothetical protein"
"group_8220",0,"","hypothetical protein"
"group_8234",0,"","hypothetical protein;Putative virulence-regulating protein"
"group_8240",0,"","hypothetical protein"
"group_8241",0,"","hypothetical protein"
"group_8244",0,"","hypothetical protein"
"group_8245",0,"","hypothetical protein"
"group_825",0,"","hypothetical protein"
"group_8253",0,"dnaT_2;dnaT_1","Replication restart protein DnaT"
"group_8254",0,"","hypothetical protein"
"group_8257",0,"","hypothetical protein"
"group_8261",0,";nleG1_2;nleG1_1;nleG1","hypothetical protein;putative E3 ubiquitin-protein ligase NleG1"
"group_8262",0,"","hypothetical protein"
"group_8267",0,"","hypothetical protein"
"group_8269",0,"","hypothetical protein"
"group_8273",0,"","hypothetical protein"
"group_8274",0,"","hypothetical protein"
"group_8277",0,"","hypothetical protein"
"group_8284",0,"","hypothetical protein"
"group_8288",0,"","hypothetical protein"
"group_8295",0,"","hypothetical protein"
"group_8298",0,"","hypothetical protein"
"group_8302",0,"","hypothetical protein"
"group_8304",0,"","hypothetical protein"
"group_8305",0,"","hypothetical protein"
"group_8307",0,"","hypothetical protein"
"group_8317",0,"","putative protein"
"group_832",0,"","hypothetical protein"
"group_8323",0,"","hypothetical protein"
"group_8324",0,"","hypothetical protein"
"group_8331",0,"","hypothetical protein"
"group_8332",0,"","hypothetical protein"
"group_8333",0,"","hypothetical protein"
"group_8340",0,"","hypothetical protein"
"group_8348",0,"","hypothetical protein"
"group_8349",0,"","hypothetical protein"
"group_8366",0,"","hypothetical protein"
"group_8367",0,"","hypothetical protein"
"group_837",0,"","hypothetical protein"
"group_8378",0,"","hypothetical protein"
"group_838",0,"","hypothetical protein"
"group_8388",0,"","Extracellular exo-alpha-(1->5)-L-arabinofuranosidase"
"group_8389",0,"socA","Antitoxin SocA"
"group_839",0,"","hypothetical protein"
"group_8390",0,"","hypothetical protein"
"group_8392",0,"","hypothetical protein"
"group_8402",0,"","hypothetical protein"
"group_8407",0,"","hypothetical protein"
"group_8412",0,"","hypothetical protein"
"group_842",0,"","hypothetical protein"
"group_8420",0,"","hypothetical protein"
"group_8428",0,"","hypothetical protein"
"group_8434",0,"","hypothetical protein"
"group_8444",0,"","hypothetical protein"
"group_8445",0,"","hypothetical protein"
"group_8448",0,"","hypothetical protein"
"group_8465",0,"","hypothetical protein"
"group_8467",0,"","hypothetical protein"
"group_847",0,"","hypothetical protein"
"group_8471",0,"","hypothetical protein"
"group_8472",0,"","hypothetical protein"
"group_8477",0,"","hypothetical protein"
"group_8478",0,"","putative methyltransferase <locus_tag>"
"group_8485",0,"","hypothetical protein"
"group_8491",0,"ccmK","Carboxysome shell protein CcmK"
"group_8500",0,"","hypothetical protein"
"group_8512",0,"","hypothetical protein"
"group_8513",0,"","hypothetical protein"
"group_8514",0,"","hypothetical protein"
"group_8520",0,"","hypothetical protein"
"group_8527",0,"","hypothetical protein"
"group_853",0,"","hypothetical protein"
"group_8532",0,"hsdS;;hsdS_2","Type I restriction enzyme EcoBI specificity subunit;hypothetical protein;Type I restriction enzyme EcoKI specificity subunit"
"group_8533",0,"","hypothetical protein"
"group_8537",0,"","hypothetical protein"
"group_8547",0,"","hypothetical protein"
"group_8548",0,"","hypothetical protein;putative protein"
"group_8551",0,"","hypothetical protein"
"group_8554",0,"","hypothetical protein"
"group_8556",0,"","hypothetical protein"
"group_856",0,"","hypothetical protein"
"group_8561",0,"","hypothetical protein"
"group_8562",0,"","hypothetical protein"
"group_8563",0,"","hypothetical protein"
"group_8566",0,";traY","hypothetical protein;Relaxosome protein TraY"
"group_857",0,"","hypothetical protein"
"group_8572",0,"","hypothetical protein"
"group_8578",0,"","hypothetical protein"
"group_8579",0,"","hypothetical protein"
"group_8581",0,"","hypothetical protein"
"group_8591",0,"","hypothetical protein"
"group_8592",0,"ydaG;","putative protein YdaG;hypothetical protein"
"group_8596",0,"bfd","Bacterioferritin-associated ferredoxin"
"group_8601",0,"","hypothetical protein"
"group_8604",0,"","hypothetical protein"
"group_8605",0,"","hypothetical protein"
"group_861",0,"","hypothetical protein"
"group_8611",0,"","hypothetical protein"
"group_8615",0,"","hypothetical protein"
"group_8623",0,"","hypothetical protein"
"group_8627",0,"","hypothetical protein"
"group_8630",0,"","hypothetical protein"
"group_8633",0,"","hypothetical protein"
"group_8641",0,"","hypothetical protein"
"group_8646",0,"","hypothetical protein"
"group_8654",0,"","hypothetical protein"
"group_8655",0,"","hypothetical protein"
"group_8657",0,"","hypothetical protein"
"group_866",0,"","hypothetical protein"
"group_8661",0,"","hypothetical protein"
"group_8662",0,"","hypothetical protein"
"group_8665",0,"","hypothetical protein"
"group_8679",0,"","hypothetical protein"
"group_8684",0,"","hypothetical protein"
"group_8685",0,"","hypothetical protein"
"group_8688",0,"","hypothetical protein"
"group_8689",0,"","hypothetical protein"
"group_8690",0,"","hypothetical protein"
"group_8698",0,"","hypothetical protein"
"group_8699",0,"","hypothetical protein"
"group_870",0,"","hypothetical protein"
"group_8706",0,"","hypothetical protein"
"group_8707",0,"","hypothetical protein"
"group_8708",0,"","hypothetical protein"
"group_8709",0,"","hypothetical protein"
"group_8710",0,"","hypothetical protein"
"group_8714",0,"","hypothetical protein"
"group_8715",0,"","hypothetical protein"
"group_872",0,"","hypothetical protein"
"group_8723",0,"","hypothetical protein"
"group_8728",0,"","hypothetical protein"
"group_8735",0,"","hypothetical protein"
"group_8740",0,"","hypothetical protein"
"group_8741",0,"","hypothetical protein"
"group_8743",0,"","hypothetical protein"
"group_8747",0,"","hypothetical protein"
"group_8755",0,"","hypothetical protein"
"group_8757",0,"","hypothetical protein"
"group_8759",0,"","hypothetical protein"
"group_876",0,"","hypothetical protein"
"group_8764",0,"","hypothetical protein"
"group_8773",0,"","hypothetical protein"
"group_8776",0,"","hypothetical protein"
"group_8778",0,"","hypothetical protein"
"group_8785",0,"pal_2;pal_3;;pal_1","Peptidoglycan-associated lipoprotein;hypothetical protein"
"group_8786",0,"","hypothetical protein"
"group_8790",0,"","hypothetical protein"
"group_8793",0,"","IS481 family transposase ISKpn28"
"group_8794",0,"","hypothetical protein"
"group_8796",0,"","hypothetical protein"
"group_88",0,"","hypothetical protein"
"group_8800",0,";dotL","hypothetical protein;Type 4 coupling protein DotL"
"group_8802",0,"","hypothetical protein"
"group_8808",0,"","hypothetical protein"
"group_881",0,"","hypothetical protein"
"group_8813",0,"","hypothetical protein"
"group_882",0,"","hypothetical protein"
"group_8825",0,"","hypothetical protein"
"group_8828",0,"","hypothetical protein"
"group_8833",0,"","hypothetical protein"
"group_8834",0,"","hypothetical protein"
"group_8837",0,"","hypothetical protein"
"group_8843",0,"","hypothetical protein"
"group_8850",0,"","hypothetical protein"
"group_8862",0,"","hypothetical protein"
"group_8864",0,"","hypothetical protein"
"group_8868",0,"","hypothetical protein"
"group_8871",0,"","hypothetical protein"
"group_8876",0,"","hypothetical protein"
"group_8892",0,"","hypothetical protein"
"group_8903",0,"","hypothetical protein"
"group_8910",0,"","hypothetical protein"
"group_8916",0,"","hypothetical protein"
"group_8917",0,"wfgD","UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-13-glucosyltransferase WfgD"
"group_8919",0,"","hypothetical protein"
"group_892",0,"","hypothetical protein"
"group_8920",0,"","hypothetical protein"
"group_8922",0,"","hypothetical protein"
"group_8930",0,"","hypothetical protein"
"group_8935",0,"hmuU_2","Hemin transport system permease protein HmuU"
"group_8940",0,"","hypothetical protein"
"group_8944",0,"","hypothetical protein"
"group_8947",0,"","hypothetical protein"
"group_8953",0,"","hypothetical protein"
"group_8954",0,"","hypothetical protein"
"group_8955",0,"","hypothetical protein"
"group_8957",0,"","hypothetical protein"
"group_896",0,"","hypothetical protein"
"group_8963",0,"","hypothetical protein"
"group_8969",0,"","hypothetical protein"
"group_8970",0,"","hypothetical protein"
"group_8972",0,"","hypothetical protein"
"group_8973",0,"","hypothetical protein"
"group_8977",0,"","hypothetical protein"
"group_8980",0,"","hypothetical protein"
"group_8981",0,"","hypothetical protein"
"group_8985",0,"","hypothetical protein"
"group_8988",0,"","hypothetical protein"
"group_8990",0,"","hypothetical protein"
"group_8991",0,"","hypothetical protein"
"group_8996",0,"","hypothetical protein"
"group_8997",0,"","hypothetical protein"
"group_9006",0,"","hypothetical protein"
"group_9014",0,"ret","Retron Ec67 protein"
"group_9017",0,"","hypothetical protein"
"group_9019",0,"","hypothetical protein"
"group_902",0,"","hypothetical protein"
"group_9025",0,"","hypothetical protein"
"group_9028",0,"","hypothetical protein"
"group_9029",0,"","hypothetical protein"
"group_9034",0,"","hypothetical protein"
"group_9043",0,"","hypothetical protein"
"group_9047",0,"","hypothetical protein"
"group_905",0,"","hypothetical protein"
"group_9061",0,"","hypothetical protein"
"group_9069",0,"","hypothetical protein"
"group_907",0,"","hypothetical protein"
"group_9072",0,"rhaM","L-rhamnose mutarotase"
"group_9074",0,"","hypothetical protein"
"group_9082",0,"","hypothetical protein"
"group_9087",0,"","hypothetical protein"
"group_9101",0,"","hypothetical protein"
"group_9102",0,"","hypothetical protein"
"group_9105",0,"","hypothetical protein"
"group_9126",0,"","hypothetical protein"
"group_9134",0,"","hypothetical protein"
"group_9146",0,";pasI","hypothetical protein;Persistence and stress-resistance antitoxin PasI"
"group_9149",0,"","hypothetical protein"
"group_915",0,"","hypothetical protein"
"group_916",0,"","hypothetical protein"
"group_9161",0,"","hypothetical protein"
"group_9167",0,"","hypothetical protein"
"group_9171",0,"","hypothetical protein"
"group_9175",0,"","hypothetical protein"
"group_918",0,"","hypothetical protein"
"group_9184",0,"","hypothetical protein"
"group_9190",0,"","hypothetical protein"
"group_9203",0,"","hypothetical protein"
"group_9208",0,"","hypothetical protein"
"group_9210",0,"","hypothetical protein"
"group_9219",0,"","hypothetical protein"
"group_9221",0,"","hypothetical protein"
"group_9231",0,"","hypothetical protein"
"group_9232",0,"","hypothetical protein"
"group_9233",0,"","hypothetical protein"
"group_924",0,"","hypothetical protein"
"group_9245",0,"","hypothetical protein"
"group_9249",0,"","hypothetical protein"
"group_9257",0,"","hypothetical protein"
"group_9268",0,"","hypothetical protein"
"group_9277",0,"","hypothetical protein"
"group_9281",0,"","hypothetical protein"
"group_9284",0,"","hypothetical protein"
"group_9292",0,"","hypothetical protein"
"group_9293",0,"","hypothetical protein"
"group_9296",0,"","hypothetical protein"
"group_9300",0,"","hypothetical protein"
"group_9309",0,"","hypothetical protein"
"group_9318",0,"","hypothetical protein"
"group_9320",0,"","hypothetical protein"
"group_9323",0,"","hypothetical protein"
"group_9325",0,"","hypothetical protein"
"group_9326",0,"","hypothetical protein"
"group_933",0,"","hypothetical protein"
"group_9330",0,"","hypothetical protein"
"group_9346",0,"","hypothetical protein"
"group_9347",0,"","hypothetical protein"
"group_9348",0,"","hypothetical protein"
"group_9355",0,"","hypothetical protein"
"group_9366",0,"","hypothetical protein"
"group_9369",0,"","hypothetical protein"
"group_937",0,"","hypothetical protein"
"group_9370",0,"","hypothetical protein"
"group_9379",0,"","hypothetical protein"
"group_9387",0,"","hypothetical protein"
"group_9390",0,"","hypothetical protein"
"group_9393",0,"","hypothetical protein"
"group_9405",0,"","hypothetical protein"
"group_9406",0,"","hypothetical protein"
"group_9407",0,"","hypothetical protein"
"group_9409",0,"","hypothetical protein"
"group_9416",0,"","hypothetical protein"
"group_9423",0,"","hypothetical protein"
"group_9435",0,"","hypothetical protein"
"group_944",0,"","hypothetical protein"
"group_9447",0,"","hypothetical protein"
"group_9452",0,"","hypothetical protein"
"group_9456",0,"","hypothetical protein"
"group_9463",0,"","hypothetical protein"
"group_9465",0,"","hypothetical protein"
"group_9471",0,"","hypothetical protein"
"group_9474",0,"","hypothetical protein"
"group_9479",0,"","hypothetical protein"
"group_9491",0,"","hypothetical protein"
"group_9493",0,"","hypothetical protein"
"group_9499",0,"","hypothetical protein"
"group_950",0,"","hypothetical protein"
"group_9505",0,"","hypothetical protein"
"group_9507",0,"","hypothetical protein"
"group_951",0,"","hypothetical protein"
"group_9511",0,"","hypothetical protein"
"group_9513",0,"","hypothetical protein"
"group_9514",0,"","hypothetical protein"
"group_9516",0,"","hypothetical protein"
"group_9523",0,"","hypothetical protein"
"group_9524",0,"","hypothetical protein"
"group_9529",0,"","hypothetical protein"
"group_9537",0,"","hypothetical protein"
"group_9538",0,"","hypothetical protein"
"group_9540",0,"","hypothetical protein"
"group_9546",0,"","hypothetical protein"
"group_9553",0,"","hypothetical protein"
"group_956",0,"","hypothetical protein"
"group_9563",0,"","hypothetical protein"
"group_958",0,"","hypothetical protein"
"group_9583",0,"","hypothetical protein"
"group_9586",0,"","hypothetical protein"
"group_9594",0,"","hypothetical protein"
"group_9597",0,"","hypothetical protein"
"group_9598",0,"","hypothetical protein"
"group_9615",0,"","hypothetical protein"
"group_962",0,"","hypothetical protein"
"group_9624",0,"","hypothetical protein"
"group_9626",0,"","hypothetical protein"
"group_9627",0,";smc","hypothetical protein;Chromosome partition protein Smc"
"group_963",0,"","hypothetical protein"
"group_9637",0,"","hypothetical protein"
"group_9639",0,"","hypothetical protein"
"group_9640",0,"","hypothetical protein"
"group_9643",0,";tse7","hypothetical protein;DNase toxin Tse7"
"group_9657",0,"","hypothetical protein"
"group_9658",0,"","hypothetical protein"
"group_966",0,"","hypothetical protein"
"group_9662",0,"","hypothetical protein"
"group_9664",0,"","hypothetical protein"
"group_967",0,"","hypothetical protein"
"group_9670",0,"","hypothetical protein"
"group_9673",0,"","hypothetical protein"
"group_9678",0,"","hypothetical protein"
"group_9679",0,"","hypothetical protein"
"group_9682",0,"","hypothetical protein"
"group_9684",0,"lexA_1;lexA_2","LexA repressor"
"group_9690",0,"","hypothetical protein"
"group_9693",0,"","hypothetical protein"
"group_9694",0,"cai","Colicin-A immunity protein"
"group_970",0,"","hypothetical protein"
"group_9703",0,"nirD","Nitrite reductase (NADH) small subunit"
"group_9706",0,"","hypothetical protein"
"group_9711",0,"","hypothetical protein"
"group_9712",0,"","hypothetical protein"
"group_9716",0,"","hypothetical protein"
"group_9722",0,"","hypothetical protein"
"group_9727",0,"","hypothetical protein"
"group_973",0,"","hypothetical protein"
"group_9737",0,"","hypothetical protein"
"group_9745",0,"","hypothetical protein"
"group_9752",0,"","hypothetical protein"
"group_9753",0,"","hypothetical protein"
"group_9754",0,"","hypothetical protein"
"group_9757",0,"","hypothetical protein"
"group_9758",0,"","hypothetical protein"
"group_9760",0,"","hypothetical protein"
"group_9767",0,"","hypothetical protein"
"group_9768",0,"","hypothetical protein"
"group_9779",0,"","hypothetical protein"
"group_9780",0,"","hypothetical protein"
"group_9785",0,"","hypothetical protein"
"group_9793",0,"","hypothetical protein"
"group_9801",0,"pduL","Phosphate propanoyltransferase"
"group_9807",0,";dinI_2;dinI_1","hypothetical protein;DNA damage-inducible protein I"
"group_9826",0,"sorC_1","PTS system sorbose-specific EIIC component"
"group_9827",0,"","hypothetical protein"
"group_983",0,"","hypothetical protein"
"group_9846",0,"","hypothetical protein"
"group_9847",0,"","hypothetical protein"
"group_9854",0,"","hypothetical protein"
"group_9855",0,"","hypothetical protein"
"group_986",0,"","hypothetical protein"
"group_9863",0,"","hypothetical protein"
"group_9864",0,"","hypothetical protein"
"group_9870",0,"","hypothetical protein"
"group_9871",0,"","hypothetical protein"
"group_9877",0,"","hypothetical protein"
"group_9881",0,"","hypothetical protein"
"group_9882",0,"","hypothetical protein"
"group_989",0,"","hypothetical protein"
"group_9891",0,"","hypothetical protein"
"group_9892",0,"infA","Translation initiation factor IF-1"
"group_9901",0,"neuA;","N-acylneuraminate cytidylyltransferase;hypothetical protein"
"group_9902",0,"","hypothetical protein"
